age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
20,Private,142044,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0,15,United-States,<=50K
21,Private,105230,Some-college,10,Never-married,Sales,Own-child,Black,Female,0.0,0,40,United-States,<=50K
28,Private,107899,Some-college,9,Separated,Transport-moving,Not-in-family,White,Male,4.0,0,40,United-States,<=50K
52,Local-gov,199720,7th-8th,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0,40,United-States,>50K
45,Private,81584,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0,40,United-States,<=50K
48,State-gov,49385,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,Female,1.0,0,8,United-States,<=50K
45,Private,109543,Assoc-voc,10,Married-civ-spouse,Tech-support,Husband,White,Male,7707.0,0,40,United-States,>50K
33,Private,99947,Some-college,13,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0,40,United-States,<=50K
17,Private,37490,Assoc-voc,10,Never-married,Other-service,Not-in-family,White,Female,0.0,0,40,United-States,<=50K
25,Private,124185,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,3.0,0,40,United-States,<=50K
17,Private,172730,12th,6,Never-married,Prof-specialty,Own-child,White,Female,0.0,0,18,United-States,<=50K
21,Private,162019,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,1.0,0,20,United-States,<=50K
26,Private,198033,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0,40,United-States,<=50K
47,Private,119129,Some-college,13,Never-married,Exec-managerial,Not-in-family,White,Male,3.0,0,40,United-States,<=50K
44,Private,123395,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,3752.0,0,40,India,>50K
22,Private,118626,12th,7,Never-married,Other-service,Not-in-family,White,Male,0.0,0,30,United-States,<=50K
37,Local-gov,94797,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0,40,United-States,>50K
19,Self-emp-not-inc,192525,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,2.0,0,45,United-States,<=50K
27,Private,74272,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,2.0,0,20,United-States,<=50K
28,Private,108730,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0.0,0,35,United-States,<=50K
32,Private,129676,HS-grad,8,Divorced,Transport-moving,Unmarried,White,Male,3.0,0,40,United-States,<=50K
45,Federal-gov,97749,HS-grad,8,Divorced,Adm-clerical,Not-in-family,Black,Male,0.0,0,40,United-States,<=50K
52,Self-emp-not-inc,145683,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0,60,United-States,<=50K
56,Private,86024,9th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,14.0,0,40,United-States,>50K
53,Private,105797,HS-grad,8,Married-civ-spouse,Transport-moving,Husband,White,Male,2.0,0,50,United-States,>50K
26,Self-emp-not-inc,125538,Masters,13,Never-married,Other-service,Not-in-family,White,Female,0.0,0,35,United-States,<=50K
38,Private,128118,Doctorate,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,7396.0,0,40,United-States,>50K
25,Private,67756,11th,7,Married-civ-spouse,Other-service,Other-relative,White,Male,0.0,0,40,United-States,<=50K
22,Self-emp-not-inc,144322,11th,7,Never-married,Other-service,Own-child,White,Female,2.0,0,30,United-States,<=50K
63,Private,103498,HS-grad,8,Never-married,Other-service,Not-in-family,Black,Female,1.0,0,40,United-States,<=50K
35,State-gov,148994,Assoc-acdm,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,2.0,0,40,United-States,<=50K
30,Private,95549,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,1.0,0,40,United-States,>50K
26,Private,146180,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0,40,United-States,<=50K
44,Private,135251,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0,40,United-States,<=50K
64,Local-gov,93121,HS-grad,4,Married-civ-spouse,Other-service,Husband,White,Male,1.0,0,40,United-States,<=50K
20,Private,94209,Some-college,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0,20,United-States,<=50K
42,Private,188117,Prof-school,5,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0,40,United-States,<=50K
23,Private,192834,Assoc-acdm,11,Never-married,Prof-specialty,Own-child,White,Male,0.0,0,40,United-States,<=50K
47,Private,103384,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,8.0,0,40,United-States,<=50K
28,Private,107051,Bachelors,12,Never-married,Other-service,Not-in-family,White,Male,1.0,0,40,United-States,<=50K
44,Private,134969,Masters,14,Divorced,Other-service,Unmarried,White,Female,0.0,0,35,United-States,<=50K
58,State-gov,33716,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0,40,United-States,<=50K
51,Local-gov,119661,HS-grad,8,Married-civ-spouse,Other-service,Wife,White,Female,3.0,0,40,United-States,<=50K
45,Federal-gov,77800,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,1.0,0,40,United-States,<=50K
31,Private,88956,Some-college,13,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0,50,United-States,<=50K
25,Private,123015,Some-college,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0,40,United-States,<=50K
53,Private,162739,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0,30,United-States,<=50K
25,Private,192044,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0,40,United-States,<=50K
53,Private,113006,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0,40,United-States,<=50K
51,Private,120564,HS-grad,8,Divorced,Machine-op-inspct,Not-in-family,White,Male,2.0,0,40,United-States,<=50K
55,Private,176334,7th-8th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,7484.0,0,40,United-States,>50K
49,Self-emp-not-inc,81186,Some-college,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0,20,United-States,<=50K
54,State-gov,161898,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0,45,United-States,<=50K
33,Private,97078,Some-college,9,Divorced,Other-service,Not-in-family,White,Male,3.0,0,60,United-States,<=50K
22,Private,124578,10th,6,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0,40,United-States,<=50K
42,Private,181802,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0,60,United-States,>50K
26,Private,118565,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0,40,United-States,<=50K
46,Federal-gov,134130,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887,40,United-States,>50K
20,Private,144568,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0.0,0,40,United-States,<=50K
51,Federal-gov,88212,Some-college,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,3.0,0,40,United-States,>50K
30,Private,204672,Assoc-acdm,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0,40,United-States,<=50K
58,Private,91495,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,2.0,0,40,United-States,<=50K
59,Private,128862,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,1.0,0,40,United-States,>50K
33,Private,138336,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2.0,1902,40,United-States,>50K
56,Private,126568,11th,6,Married-civ-spouse,Sales,Husband,White,Male,0.0,0,40,United-States,<=50K
34,Private,132639,Assoc-voc,10,Divorced,Machine-op-inspct,Unmarried,White,Female,1.0,0,40,United-States,<=50K
45,Private,114962,Assoc-acdm,13,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0,50,United-States,>50K
65,Local-gov,36539,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0,40,United-States,<=50K
53,Private,89592,Assoc-voc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0,40,United-States,<=50K
46,Private,142805,Assoc-voc,10,Divorced,Adm-clerical,Unmarried,Black,Female,4.0,0,40,United-States,<=50K
20,Private,79496,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Black,Male,0.0,0,40,United-States,<=50K
48,?,138588,Some-college,10,Divorced,?,Unmarried,Black,Female,3.0,0,40,United-States,<=50K
57,Private,178906,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,3.0,0,60,United-States,>50K
43,Private,111606,HS-grad,8,Never-married,Sales,Not-in-family,Black,Male,0.0,0,40,United-States,<=50K
73,Private,173445,Some-college,10,Widowed,Sales,Not-in-family,White,Female,1.0,0,40,United-States,<=50K
24,?,186390,10th,6,Never-married,?,Not-in-family,White,Male,1.0,0,40,United-States,<=50K
61,Private,117548,HS-grad,8,Widowed,Other-service,Not-in-family,White,Female,0.0,0,40,United-States,<=50K
39,Private,193581,HS-grad,8,Divorced,Transport-moving,Not-in-family,White,Male,5.0,0,45,United-States,<=50K
52,Private,249303,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,2.0,0,40,United-States,<=50K
21,Private,153428,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0,40,United-States,<=50K
48,Private,166157,Some-college,9,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0,40,United-States,<=50K
53,Local-gov,193712,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1.0,0,50,United-States,>50K
62,Self-emp-inc,44108,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,1.0,0,45,United-States,<=50K
44,Private,122147,HS-grad,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0,40,United-States,<=50K
52,Private,96985,HS-grad,8,Divorced,Other-service,Not-in-family,White,Female,0.0,0,40,United-States,<=50K
33,Private,120237,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0,50,United-States,<=50K
30,Private,188477,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0.0,0,40,United-States,<=50K
20,Private,159930,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,4656.0,0,40,United-States,<=50K
32,Self-emp-inc,122446,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,1.0,0,60,United-States,<=50K
48,Private,127537,HS-grad,8,Divorced,Exec-managerial,Not-in-family,White,Female,4.0,0,40,United-States,<=50K
44,?,266718,HS-grad,4,Divorced,?,Not-in-family,White,Male,3.0,0,40,United-States,<=50K
49,Local-gov,192345,Assoc-acdm,11,Divorced,Prof-specialty,Wife,White,Female,0.0,0,40,United-States,>50K
32,Private,110520,Assoc-voc,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0,40,United-States,<=50K
21,Private,74250,Some-college,9,Never-married,Adm-clerical,Own-child,White,Female,2.0,0,25,United-States,<=50K
42,Private,95051,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,2.0,0,40,United-States,>50K
43,Private,114274,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0,50,United-States,<=50K
30,Private,126735,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0.0,0,40,Mexico,<=50K
37,Private,79970,Some-college,12,Divorced,Sales,Unmarried,White,Female,0.0,0,50,United-States,<=50K
64,?,133338,Assoc-voc,10,Married-civ-spouse,?,Husband,White,Male,0.0,0,20,United-States,<=50K
20,Private,98541,10th,6,Never-married,Sales,Own-child,White,Female,2.0,0,35,United-States,<=50K
21,Private,222108,HS-grad,8,Never-married,Other-service,Own-child,White,Male,0.0,0,40,United-States,<=50K
44,Private,147731,11th,7,Never-married,Sales,Not-in-family,Black,Female,0.0,0,40,United-States,<=50K
58,Private,93462,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,3.0,0,60,United-States,<=50K
33,Private,136975,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,1.0,0,40,United-States,<=50K
