User ID,Gender,Age,EstimatedSalary,Purchased
149,Female,93,78,1
150,Male,56,55,1
151,Male,67,7,0
152,Male,91,57,0
153,Female,40,25,0
154,Male,13,57,1
155,Female,90,15,1
156,Female,44,0,1
157,Female,24,36,0
158,Male,98,67,1
159,Female,48,35,0
160,Male,25,74,0
161,Male,60,5,1
162,Female,37,76,1
163,Male,31,30,1
164,Female,15,67,0
165,Female,86,50,1
166,Male,97,57,1
167,Male,11,79,1
168,Female,17,78,1
169,Male,28,49,0
170,Female,43,43,1
171,Male,20,55,0
172,Female,36,64,0
173,Male,8,19,1
174,Female,47,27,0
175,Male,5,88,1
176,Female,30,58,1
177,Male,60,40,1
178,Male,51,13,0
179,Male,47,20,1
180,Female,51,23,0
181,Male,2,17,0
182,Female,84,33,1
183,Male,88,18,0
184,Female,13,36,0
185,Male,62,58,1
186,Male,83,94,1
187,Male,33,2,0
188,Male,38,35,0
189,Male,92,36,0
190,Female,80,55,1
191,Male,19,19,1
192,Male,36,8,0
193,Female,15,23,1
194,Male,37,43,1
195,Male,10,2,1
196,Male,51,7,1
197,Female,19,20,0
198,Male,53,7,0
199,Male,41,56,0
200,Female,9,48,0
201,Male,77,10,0
202,Female,73,54,1
203,Male,29,80,0
204,Male,65,64,0
205,Female,55,67,0
206,Female,83,39,0
207,Male,96,79,1
208,Male,34,31,1
209,Male,58,64,1
210,Female,30,62,0
211,Female,53,43,1
212,Male,36,47,1
213,Male,26,37,0
214,Male,40,76,0
215,Male,0,20,1
216,Male,17,42,0
217,Female,58,96,1
218,Male,95,94,0
219,Female,87,57,0
220,Male,32,41,1
221,Male,17,84,0
222,Male,71,76,1
223,Female,7,74,0
224,Female,53,7,1
225,Female,16,75,1
226,Male,30,69,0
227,Male,30,6,1
228,Female,34,42,1
229,Female,25,91,1
230,Female,82,89,0
231,Female,73,36,0
232,Male,82,68,0
233,Male,20,43,0
234,Male,57,48,0
235,Female,76,4,1
236,Female,15,37,1
237,Male,85,69,0
238,Female,42,72,0
239,Male,38,78,0
240,Male,21,86,1
241,Female,11,88,0
242,Male,69,57,1
243,Female,85,75,1
244,Female,86,11,0
245,Female,90,36,0
246,Female,17,73,1
247,Male,72,47,1
248,Male,17,52,0
249,Male,21,39,1
250,Female,51,64,0
251,Female,2,69,0
252,Female,58,79,1
253,Male,58,87,1
254,Female,48,18,0
255,Female,41,54,1
256,Female,29,9,0
257,Female,89,22,1
258,Male,83,41,0
259,Male,96,17,0
260,Female,76,16,1
261,Female,49,85,1
262,Male,47,43,0
263,Male,38,50,1
264,Male,44,55,1
265,Female,81,33,0
266,Female,29,85,1
267,Male,68,74,1
268,Female,22,49,1
269,Female,78,79,0
270,Female,36,24,1
271,Female,49,31,1
272,Female,80,36,1
273,Male,79,20,1
274,Male,31,52,1
275,Male,17,63,1
276,Female,64,52,1
277,Male,15,58,1
278,Female,66,99,1
279,Male,93,6,1
280,Female,45,43,0
281,Female,58,83,1
282,Male,34,76,0
283,Male,77,31,1
284,Male,50,2,1
285,Female,94,24,0
286,Male,67,43,1
287,Male,97,62,1
288,Female,54,65,1
289,Female,99,29,1
290,Female,59,30,1
291,Female,19,26,1
292,Male,4,5,0
293,Female,75,98,0
294,Male,50,56,0
295,Male,37,73,0
296,Male,78,8,0
297,Male,47,57,0
298,Female,76,77,0
299,Female,42,95,1
300,Female,49,48,1
301,Male,28,87,1
302,Female,84,40,0
303,Male,96,13,1
304,Male,6,66,0
305,Female,78,86,0
306,Female,56,44,0
307,Female,56,53,1
308,Female,45,17,0
309,Female,2,69,1
310,Female,52,61,1
311,Male,73,79,0
312,Male,27,57,0
313,Female,93,46,1
314,Female,34,88,0
315,Female,5,19,1
316,Female,56,4,1
317,Female,24,0,0
318,Female,42,64,0
319,Female,45,74,1
320,Female,74,93,1
321,Female,12,88,1
322,Female,4,9,1
323,Male,97,11,1
324,Male,100,84,1
325,Male,36,60,1
326,Male,93,65,0
327,Female,38,11,0
328,Female,74,5,0
329,Female,42,90,1
330,Male,35,13,0
331,Female,98,3,1
332,Female,58,96,0
333,Female,76,96,0
334,Female,21,4,0
335,Female,70,100,0
336,Female,95,36,1
337,Female,12,65,0
338,Male,42,33,0
339,Male,66,91,0
340,Male,51,56,1
341,Male,23,43,1
342,Female,24,90,0
343,Female,74,21,0
344,Male,75,40,1
345,Female,54,22,0
346,Male,53,99,1
347,Male,68,78,0
348,Female,98,75,0
349,Male,81,84,0
350,Female,68,55,1
351,Male,26,15,0
352,Female,40,66,0
353,Male,7,82,0
354,Male,2,73,0
355,Male,98,94,1
356,Male,97,87,0
357,Female,43,54,1
358,Female,84,49,0
359,Female,29,56,0
360,Male,66,25,1
361,Female,78,7,0
362,Male,74,10,0
363,Female,76,87,0
364,Male,90,38,0
365,Male,46,68,1
366,Male,39,52,0
367,Male,53,16,1
368,Female,14,77,1
369,Female,30,32,1
370,Female,67,71,1
371,Male,78,97,0
372,Female,21,31,1
373,Male,36,98,0
374,Male,69,28,1
375,Female,40,58,0
376,Female,16,45,0
377,Female,7,80,0
378,Male,84,7,0
379,Female,19,54,1
380,Female,2,90,0
381,Male,60,25,1
382,Female,32,87,0
383,Male,99,6,1
384,Female,18,30,0
385,Female,51,11,0
386,Male,47,23,0
387,Male,61,84,0
388,Female,17,71,0
389,Female,66,64,1
390,Male,54,78,1
391,Female,9,74,0
392,Female,42,6,1
393,Female,70,83,1
394,Female,21,67,0
395,Female,49,92,1
396,Female,45,95,0
397,Male,7,3,0
398,Male,85,37,1
399,Female,73,71,0
400,Male,89,72,0
401,Female,18,44,0
402,Male,60,4,0
403,Male,71,69,1
404,Female,78,11,0
405,Female,4,19,0
406,Female,92,32,0
407,Female,83,80,0
408,Female,73,41,1
409,Male,91,45,0
410,Female,20,70,1
411,Female,66,86,1
412,Female,13,98,0
413,Male,61,65,0
414,Male,96,30,0
415,Female,15,47,0
416,Female,50,97,0
417,Male,53,65,0
418,Female,69,33,0
419,Female,76,65,0
420,Female,42,46,0
421,Male,37,18,1
422,Male,5,57,1
423,Male,52,77,0
424,Female,60,23,1
425,Male,59,63,0
426,Male,30,16,1
427,Male,7,7,1
428,Male,84,98,0
429,Male,83,34,1
430,Male,34,34,1
431,Female,26,4,0
432,Female,39,92,1
433,Female,75,61,1
434,Male,82,40,1
435,Male,17,80,0
436,Female,64,20,0
437,Female,61,73,1
438,Female,54,59,0
439,Male,4,37,0
440,Female,80,35,1
441,Male,56,94,1
442,Female,89,37,0
443,Male,97,50,0
444,Female,28,37,1
445,Female,98,17,1
446,Female,17,50,1
447,Male,7,48,0
448,Female,43,57,1
449,Male,64,53,0
450,Male,49,35,0
451,Female,72,49,1
452,Male,84,14,0
453,Female,1,40,0
454,Male,27,5,1
455,Male,43,38,0
456,Female,58,92,1
457,Male,15,90,0
458,Male,52,65,1
459,Male,9,59,0
460,Male,24,89,0
461,Male,72,84,1
462,Male,89,10,0
463,Male,99,69,1
464,Male,46,62,1
465,Male,91,56,0
466,Female,98,65,1
467,Male,45,59,1
468,Female,65,45,0
469,Female,54,4,0
470,Male,72,34,1
471,Female,79,35,0
472,Female,24,48,0
473,Female,8,79,0
474,Male,17,41,1
475,Male,39,48,0
476,Female,84,67,1
477,Female,6,76,1
478,Female,100,70,0
479,Female,46,83,0
480,Male,82,66,1
481,Female,26,0,1
482,Male,79,73,1
483,Female,7,81,1
484,Male,1,21,0
485,Male,28,71,1
486,Male,16,49,0
487,Male,29,11,1
488,Female,76,84,0
489,Female,97,11,1
490,Female,1,79,0
491,Female,29,62,0
492,Female,46,87,0
493,Male,94,63,0
494,Female,81,79,0
495,Male,5,19,0
496,Female,21,19,1
497,Male,5,33,0
498,Female,88,20,1
499,Male,15,85,1
500,Female,54,79,0
501,Female,45,42,0
502,Male,87,7,1
503,Male,47,34,0
504,Male,85,13,1
505,Female,42,23,1
506,Female,22,91,0
507,Female,32,35,1
508,Male,73,49,1
509,Male,92,70,0
510,Female,59,88,0
511,Male,47,79,1
512,Male,28,68,0
513,Female,10,6,1
514,Male,21,71,0
515,Male,75,65,0
516,Male,19,85,0
517,Female,79,68,0
518,Male,9,100,1
519,Female,24,76,1
520,Male,49,43,1
521,Female,50,47,1
522,Male,52,52,1
523,Female,83,30,0
524,Female,14,75,0
525,Male,100,22,0
526,Male,31,3,0
527,Female,70,93,1
528,Male,29,3,0
529,Female,100,49,0
530,Male,37,22,0
531,Female,45,66,0
532,Male,92,37,0
533,Male,80,18,0
534,Male,58,56,0
535,Male,5,85,0
536,Female,82,59,1
537,Female,49,67,1
538,Male,81,39,0
539,Female,33,4,0
540,Male,90,76,1
541,Female,87,52,1
542,Female,50,49,0
543,Male,16,96,0
544,Female,85,82,0
545,Male,45,59,1
546,Male,44,35,1
547,Male,21,70,0
548,Male,47,92,0
549,Male,26,87,1
550,Female,46,24,0
551,Female,90,91,1
552,Male,4,18,1
553,Male,38,16,0
554,Male,77,36,0
555,Male,73,48,0
556,Female,70,48,0
557,Female,35,63,0
558,Male,12,1,1
559,Male,5,52,1
560,Female,95,14,0
561,Male,56,27,1
562,Female,28,13,0
563,Female,82,50,1
564,Female,62,77,1
565,Female,89,26,1
566,Female,92,20,1
567,Female,99,14,1
568,Female,15,83,1
569,Female,95,90,1
570,Female,47,17,1
571,Female,35,85,0
572,Female,92,32,1
573,Male,95,88,0
574,Male,11,71,1
575,Female,25,91,1
576,Female,18,72,1
577,Female,96,46,0
578,Female,60,86,1
579,Male,99,13,1
580,Male,90,47,0
581,Female,51,30,1
582,Male,94,2,0
583,Male,68,25,0
584,Female,43,77,1
585,Male,14,94,1
586,Female,5,39,1
587,Male,96,94,1
588,Female,0,45,0
589,Male,46,64,0
590,Male,4,35,0
591,Female,61,46,1
592,Male,21,3,1
593,Male,84,45,0
594,Male,50,77,1
595,Male,14,9,1
596,Male,55,23,0
597,Female,69,72,0
598,Male,12,45,1
599,Female,57,58,0
600,Male,3,16,0
601,Male,29,60,1
602,Female,33,37,1
603,Female,48,45,1
604,Female,37,34,1
605,Female,18,7,1
606,Male,73,95,0
607,Male,36,70,1
608,Female,67,73,1
609,Male,5,27,0
610,Female,60,74,1
611,Female,63,7,1
612,Female,72,88,1
613,Female,73,15,1
614,Male,17,31,1
615,Male,87,99,0
616,Female,67,99,0
617,Male,3,62,0
618,Male,69,89,0
619,Female,44,73,0
620,Female,75,46,1
621,Female,41,39,1
622,Male,62,63,1
623,Male,43,30,0
624,Male,100,29,0
625,Female,79,19,0
626,Female,94,33,1
627,Male,0,78,1
628,Female,16,71,1
629,Male,33,16,0
630,Male,45,75,0
631,Male,43,90,1
632,Female,71,28,0
633,Female,81,6,0
634,Male,37,23,0
635,Female,41,81,1
636,Male,38,92,1
637,Female,35,63,0
638,Male,49,40,0
639,Male,81,35,0
640,Female,15,92,1
641,Male,54,51,0
642,Male,42,17,1
643,Male,89,50,0
644,Male,72,50,0
645,Male,45,29,1
646,Female,45,76,0
647,Female,15,85,1
648,Female,62,5,1
649,Female,52,42,0
650,Female,100,4,1
651,Female,35,42,0
652,Female,98,24,1
653,Female,56,7,0
654,Male,1,25,0
655,Male,99,39,1
656,Male,55,78,1
657,Male,92,44,0
658,Female,27,17,1
659,Female,41,67,1
660,Female,2,29,0
661,Female,14,54,0
662,Male,24,45,0
663,Female,88,99,1
664,Male,19,97,1
665,Male,5,60,0
666,Female,99,84,0
667,Female,35,22,1
668,Female,33,50,0
669,Male,90,46,1
670,Female,76,90,0
671,Female,26,56,1
672,Female,15,2,1
673,Male,40,44,1
674,Female,15,46,0
675,Female,35,18,0
676,Female,85,2,1
677,Female,29,1,1
678,Female,22,58,0
679,Male,58,82,0
680,Male,45,64,1
681,Female,3,15,0
682,Male,89,14,0
683,Male,79,81,0
684,Male,89,50,1
685,Female,67,60,0
686,Male,58,45,1
687,Female,20,10,0
688,Male,57,80,1
689,Female,60,68,0
690,Male,23,10,1
691,Female,3,100,0
692,Female,87,54,0
693,Male,97,55,0
694,Female,67,52,1
695,Male,9,90,1
696,Male,30,75,0
697,Male,15,48,0
698,Female,0,54,0
699,Male,79,32,0
700,Female,39,75,0
701,Male,26,44,0
702,Female,61,1,0
703,Female,88,72,0
704,Male,47,70,1
705,Female,61,62,1
706,Female,90,35,1
707,Male,2,77,1
708,Female,73,28,1
709,Female,34,89,1
710,Female,32,63,0
711,Female,76,27,1
712,Female,85,82,1
713,Male,66,22,0
714,Male,60,10,0
715,Female,29,57,0
716,Female,8,23,1
717,Female,84,57,0
718,Female,96,30,1
719,Male,57,46,1
720,Female,28,3,1
721,Male,35,6,0
722,Male,0,3,1
723,Female,53,100,0
724,Male,74,80,1
725,Female,3,80,1
726,Male,65,35,1
727,Female,25,82,1
728,Female,12,42,0
729,Male,60,90,0
730,Female,74,86,1
731,Female,57,95,1
732,Male,22,100,0
733,Female,93,44,1
734,Male,74,14,0
735,Male,59,13,1
736,Male,56,62,0
737,Male,50,27,0
738,Female,67,27,1
739,Male,32,85,1
740,Male,36,49,0
741,Female,73,29,1
742,Male,97,50,0
743,Male,35,74,1
744,Male,5,49,1
745,Female,94,42,0
746,Male,43,49,0
747,Female,97,97,1
748,Male,69,100,1
749,Male,28,97,0
750,Male,9,23,1
751,Male,61,55,0
752,Female,94,74,0
753,Female,95,86,1
754,Female,57,29,1
755,Male,65,2,0
756,Male,18,99,1
757,Female,55,24,0
758,Female,67,9,0
759,Male,5,98,1
760,Female,81,32,0
761,Female,38,49,1
762,Male,27,87,0
763,Female,7,31,1
764,Female,59,64,1
765,Male,95,58,1
766,Female,96,69,0
767,Male,97,17,0
768,Female,90,60,0
769,Female,48,99,0
770,Male,30,52,0
771,Male,88,2,1
772,Male,44,28,1
773,Male,58,50,0
774,Female,53,43,0
775,Female,81,14,0
776,Male,81,80,1
777,Male,44,92,0
778,Female,33,72,1
779,Female,56,47,1
780,Male,5,63,1
781,Male,46,71,0
782,Male,6,92,0
783,Female,92,23,1
784,Male,20,8,0
785,Female,1,76,1
786,Male,81,53,1
787,Male,71,20,1
788,Female,36,89,1
789,Male,21,30,1
790,Male,41,95,0
791,Male,41,21,1
792,Female,20,30,0
793,Female,62,67,1
794,Male,74,22,0
795,Male,7,13,0
796,Male,55,66,1
797,Female,61,28,1
798,Male,72,52,1
799,Male,85,93,0
800,Female,54,34,1
801,Male,55,25,1
802,Female,22,85,1
803,Male,15,53,0
804,Male,89,71,1
805,Female,42,2,1
806,Female,33,80,0
807,Male,99,16,1
808,Male,38,30,0
809,Female,30,35,1
810,Female,41,1,0
811,Female,77,41,1
812,Male,86,90,0
813,Male,35,48,0
814,Male,73,57,1
815,Male,91,42,1
816,Male,30,42,1
817,Female,12,14,1
818,Male,62,64,0
819,Male,14,45,0
820,Male,98,44,0
821,Male,98,53,1
822,Male,76,27,1
823,Female,97,13,1
824,Female,75,33,1
825,Female,59,63,0
826,Female,91,87,1
827,Female,54,95,1
828,Male,86,37,1
829,Male,100,18,1
830,Female,53,79,1
831,Female,55,90,1
832,Female,66,67,1
833,Female,90,7,0
834,Female,66,53,1
835,Female,64,11,1
836,Female,79,97,0
837,Female,58,8,0
838,Male,20,68,1
839,Male,43,44,1
840,Male,89,24,0
841,Female,15,74,0
842,Female,24,28,0
843,Female,60,52,1
844,Female,3,96,0
845,Male,8,14,0
846,Male,20,43,1
847,Female,67,72,0
848,Male,47,9,0
849,Female,46,50,0
850,Female,62,99,0
851,Female,19,2,0
852,Female,96,63,1
853,Female,45,93,1
854,Male,59,29,1
855,Male,60,73,0
856,Male,58,96,1
857,Male,6,69,1
858,Female,80,100,1
859,Male,63,25,1
860,Male,71,42,1
861,Male,87,98,1
862,Male,20,1,1
863,Female,66,59,0
864,Female,57,78,0
865,Female,95,0,0
866,Female,26,15,0
867,Female,46,73,0
868,Male,70,96,1
869,Female,77,13,0
870,Male,48,80,1
871,Male,59,67,1
872,Female,58,53,0
873,Female,50,11,0
874,Female,94,80,1
875,Female,56,57,1
876,Female,45,78,0
877,Male,48,100,0
878,Male,97,62,1
879,Female,23,27,1
880,Male,68,65,0
881,Male,72,66,1
882,Female,16,65,1
883,Female,1,1,0
884,Female,51,36,1
885,Male,45,100,0
886,Male,80,34,1
887,Female,38,69,0
888,Female,4,99,0
889,Male,26,78,0
890,Male,75,10,0
891,Male,5,72,0
892,Female,38,19,1
893,Female,30,22,0
894,Male,24,74,0
895,Female,75,80,1
896,Male,45,93,1
897,Female,17,59,0
898,Male,69,54,0
899,Female,55,47,1
900,Female,62,71,1
901,Female,90,29,0
902,Female,25,72,1
903,Male,13,90,0
904,Male,20,94,1
905,Male,4,64,1
906,Female,79,76,1
907,Female,35,69,1
908,Female,58,86,1
909,Female,61,41,0
910,Male,40,98,1
911,Male,2,89,0
912,Male,71,58,1
913,Male,74,76,1
914,Male,91,82,0
915,Male,13,43,1
916,Female,12,44,0
917,Female,99,83,0
918,Male,75,90,0
919,Female,64,86,1
920,Male,36,75,0
921,Male,30,61,0
922,Female,6,88,1
923,Male,95,7,1
924,Female,1,22,1
925,Male,17,42,0
926,Male,41,76,0
927,Male,98,36,1
928,Male,1,97,0
929,Female,38,43,1
930,Male,80,60,0
931,Male,12,66,1
932,Female,64,72,0
933,Female,52,98,1
934,Male,86,63,1
935,Male,32,95,1
936,Female,80,44,0
937,Male,27,97,1
938,Female,34,11,0
939,Male,24,58,1
940,Female,98,68,1
941,Male,2,57,1
942,Female,30,21,1
943,Female,30,53,1
944,Female,69,6,1
945,Male,63,25,1
946,Female,88,35,0
947,Male,6,20,0
948,Female,77,51,0
949,Female,17,10,1
950,Male,37,85,1
951,Male,82,29,1
952,Male,19,32,1
953,Female,66,98,0
954,Female,56,4,1
955,Male,23,84,0
956,Male,17,30,1
957,Male,96,46,0
958,Male,60,14,1
959,Male,33,91,0
960,Male,51,54,1
961,Female,18,51,0
962,Male,42,77,0
963,Male,97,82,1
964,Male,72,94,0
965,Male,41,33,0
966,Female,76,79,0
967,Male,1,42,1
968,Male,93,53,0
969,Male,57,48,0
970,Female,76,4,0
971,Female,64,62,0
972,Male,60,22,1
973,Female,33,77,0
974,Male,90,71,1
975,Male,43,74,0
976,Male,39,48,1
977,Female,56,64,0
978,Male,94,67,0
979,Male,23,87,1
980,Male,22,12,1
981,Female,76,49,0
982,Female,66,32,1
983,Female,89,82,1
984,Male,58,56,1
985,Male,16,77,0
986,Female,97,81,1
987,Male,84,25,1
988,Female,51,31,1
989,Female,59,30,0
990,Male,78,24,0
991,Male,5,48,1
992,Male,95,8,1
993,Male,47,84,0
994,Male,16,47,0
995,Male,0,1,0
996,Male,47,75,0
997,Male,22,97,1
998,Female,82,10,0
999,Male,99,35,1
1000,Female,28,43,0
1001,Male,75,7,0
1002,Female,38,69,0
1003,Male,73,14,1
1004,Male,1,24,0
1005,Male,15,20,0
1006,Female,99,42,1
1007,Male,20,5,0
1008,Female,90,47,0
1009,Female,44,61,0
1010,Male,12,35,1
1011,Male,42,79,1
1012,Male,79,64,0
1013,Female,52,15,0
1014,Male,69,70,1
1015,Female,85,94,0
1016,Female,28,13,1
1017,Female,38,99,1
1018,Male,7,8,0
1019,Female,19,52,1
1020,Male,6,95,0
1021,Male,76,100,0
1022,Male,9,37,0
1023,Male,26,28,0
1024,Male,20,77,1
1025,Female,36,77,1
1026,Male,31,93,1
1027,Male,41,15,0
1028,Male,84,28,1
1029,Female,16,17,1
1030,Female,32,36,1
1031,Male,91,16,1
1032,Female,76,50,1
1033,Male,31,4,1
1034,Female,47,76,1
1035,Male,36,79,0
1036,Female,23,10,1
1037,Female,18,31,0
1038,Male,26,11,1
1039,Female,51,92,1
1040,Male,48,26,1
1041,Female,77,83,1
1042,Male,30,3,1
1043,Male,79,67,0
1044,Female,66,78,0
1045,Male,75,85,1
1046,Male,4,14,0
1047,Male,71,40,0
1048,Female,81,24,0
1049,Male,83,4,1
1050,Female,64,73,1
1051,Male,28,20,0
1052,Male,100,23,1
1053,Male,55,45,1
1054,Female,62,7,0
1055,Male,58,24,1
1056,Male,79,93,1
1057,Female,98,2,0
1058,Female,70,41,1
1059,Female,45,71,1
1060,Male,35,50,0
1061,Female,53,7,1
1062,Male,8,4,1
1063,Female,77,31,1
1064,Female,15,47,1
1065,Female,79,27,0
1066,Female,91,11,0
1067,Female,19,71,0
1068,Male,64,1,0
1069,Male,74,45,0
1070,Female,10,55,0
1071,Male,53,86,0
1072,Female,96,21,0
1073,Male,4,30,0
1074,Male,67,27,0
1075,Female,40,28,1
1076,Female,9,60,1
1077,Male,55,47,0
1078,Male,0,84,1
1079,Male,35,65,0
1080,Female,28,52,0
1081,Female,94,95,0
1082,Male,57,77,0
1083,Male,81,69,0
1084,Male,69,49,0
1085,Male,97,42,0
1086,Male,45,56,1
1087,Male,5,10,1
1088,Female,24,10,1
1089,Female,85,49,0
1090,Female,13,56,0
1091,Female,23,42,0
1092,Female,34,40,1
1093,Female,93,78,0
1094,Female,75,96,0
1095,Female,75,51,1
1096,Male,85,4,1
1097,Male,91,52,0
1098,Male,58,90,0
1099,Male,45,40,0
1100,Male,66,22,1
1101,Male,41,6,0
1102,Male,7,48,1
1103,Female,15,63,0
1104,Male,0,70,0
1105,Female,94,6,1
1106,Male,47,39,1
1107,Female,42,52,0
1108,Male,76,67,1
1109,Female,80,87,1
1110,Female,29,66,1
1111,Male,87,55,0
1112,Female,71,5,1
1113,Female,68,83,0
1114,Male,31,5,0
1115,Female,32,75,1
1116,Male,3,28,0
1117,Male,14,86,0
1118,Male,66,22,0
1119,Female,16,30,0
1120,Female,31,37,0
1121,Male,23,15,0
1122,Male,89,24,0
1123,Female,27,26,0
1124,Male,93,33,1
1125,Male,23,21,1
1126,Female,76,50,0
1127,Male,40,70,1
1128,Female,50,19,0
1129,Female,12,9,1
1130,Male,57,84,1
1131,Male,35,11,1
1132,Female,64,27,0
1133,Female,94,24,0
1134,Female,17,56,1
1135,Male,55,79,0
1136,Male,28,32,0
1137,Female,48,45,0
1138,Male,73,84,1
1139,Male,2,34,1
1140,Female,35,67,0
1141,Female,10,98,1
1142,Male,28,98,1
1143,Male,41,10,1
1144,Male,2,72,1
1145,Male,72,69,0
1146,Female,80,19,1
1147,Female,26,55,0
1148,Female,82,66,1
1149,Female,100,53,1
1150,Male,20,55,0
1151,Male,59,8,1
1152,Female,77,61,1
1153,Male,13,59,0
1154,Male,14,48,1
1155,Female,96,44,0
1156,Male,53,45,0
1157,Male,11,42,0
1158,Male,48,49,0
1159,Female,58,5,0
1160,Male,8,94,0
1161,Female,40,78,0
1162,Female,48,12,0
1163,Male,34,35,0
1164,Female,37,73,1
1165,Female,99,58,1
1166,Male,40,48,1
1167,Male,10,23,1
1168,Male,47,61,0
1169,Male,23,77,0
1170,Male,56,76,0
1171,Female,38,81,0
1172,Female,4,72,1
1173,Female,52,20,1
1174,Male,62,81,1
1175,Female,47,100,1
1176,Female,26,89,0
1177,Male,71,49,1
1178,Female,90,42,1
1179,Male,25,10,0
1180,Male,41,35,1
1181,Male,20,65,0
1182,Male,31,9,0
1183,Female,54,46,0
1184,Female,2,70,1
1185,Female,62,14,1
1186,Female,55,71,1
1187,Female,4,86,1
1188,Male,94,89,1
1189,Female,28,5,1
1190,Male,13,71,1
1191,Female,25,90,1
1192,Female,93,1,1
1193,Female,82,71,1
1194,Female,22,37,1
1195,Female,4,36,0
1196,Male,50,10,0
1197,Male,96,2,0
1198,Female,39,25,1
1199,Female,17,44,0
1200,Male,66,94,1
1201,Male,92,71,0
1202,Female,56,34,1
1203,Female,27,60,1
1204,Female,78,9,0
1205,Female,84,13,0
1206,Male,32,37,1
1207,Male,24,53,0
1208,Male,75,61,1
1209,Male,78,85,0
1210,Male,14,19,1
1211,Male,36,80,1
1212,Female,8,11,1
1213,Female,45,89,0
1214,Male,89,7,0
1215,Male,49,98,1
1216,Male,87,50,1
1217,Male,40,26,0
1218,Female,9,93,1
1219,Female,51,73,1
1220,Male,45,9,1
1221,Male,89,54,1
1222,Female,62,50,0
1223,Male,10,10,0
1224,Female,79,77,1
1225,Female,39,52,0
1226,Male,38,52,1
1227,Male,4,49,0
1228,Female,33,87,1
1229,Female,74,92,1
1230,Male,53,77,1
1231,Female,34,86,0
1232,Male,66,98,1
1233,Male,47,99,0
1234,Female,61,87,0
1235,Female,68,78,0
1236,Male,100,23,0
1237,Male,34,37,0
1238,Female,34,30,0
1239,Male,18,46,0
1240,Male,5,95,0
1241,Male,27,35,0
1242,Female,19,43,0
1243,Female,80,7,0
1244,Female,99,18,1
