Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
140,4.3,2.4,6.0,0.8,Iris-setosa
141,4.6,3.2,5.6,1.6,Iris-versicolor
142,5.4,2.2,6.9,0.2,Iris-virginica
143,5.9,2.9,2.4,0.1,Iris-setosa
144,4.3,2.5,1.6,1.5,Iris-versicolor
145,5.4,2.6,2.9,0.4,Iris-virginica
146,5.0,2.5,2.4,0.8,Iris-versicolor
147,5.1,3.4,1.0,0.2,Iris-versicolor
148,4.6,2.9,2.6,0.1,Iris-setosa
149,5.8,3.2,4.8,1.3,Iris-versicolor
150,4.4,2.8,2.2,0.6,Iris-virginica
151,5.0,3.0,2.1,0.5,Iris-versicolor
152,7.4,2.6,3.0,0.1,Iris-virginica
153,5.3,4.0,2.0,0.1,Iris-setosa
154,4.5,3.3,3.5,0.9,Iris-versicolor
155,6.2,3.4,5.0,0.6,Iris-versicolor
156,5.2,3.6,1.7,0.1,Iris-versicolor
157,4.8,3.3,2.4,0.3,Iris-setosa
158,4.3,2.1,1.4,0.1,Iris-setosa
159,5.3,3.7,1.7,1.5,Iris-virginica
160,6.4,3.5,2.6,0.3,Iris-virginica
161,4.7,3.6,6.3,0.2,Iris-versicolor
162,6.1,3.3,2.5,1.2,Iris-versicolor
163,5.0,2.0,5.8,0.5,Iris-virginica
164,4.3,2.8,2.6,0.8,Iris-virginica
165,4.7,2.7,1.8,0.4,Iris-setosa
166,4.3,3.4,2.2,0.7,Iris-setosa
167,5.7,3.0,6.9,0.3,Iris-virginica
168,4.8,3.3,5.6,1.3,Iris-virginica
169,4.3,3.6,2.4,0.1,Iris-setosa
170,5.2,3.4,5.3,0.1,Iris-virginica
171,4.9,2.8,6.4,0.4,Iris-setosa
172,4.9,2.4,1.7,0.4,Iris-versicolor
173,5.3,2.4,1.9,1.8,Iris-versicolor
174,6.0,2.5,1.4,0.6,Iris-versicolor
175,5.7,3.4,2.3,0.1,Iris-setosa
176,4.5,2.4,3.9,0.1,Iris-versicolor
177,5.9,3.1,4.3,2.2,Iris-versicolor
178,4.4,3.1,4.1,1.5,Iris-versicolor
179,4.3,3.7,2.1,0.2,Iris-setosa
180,5.3,3.9,1.9,0.1,Iris-setosa
181,4.3,3.1,1.4,0.6,Iris-versicolor
182,4.3,3.1,2.7,1.1,Iris-versicolor
183,4.4,2.7,1.7,0.2,Iris-setosa
184,4.7,4.0,1.5,0.4,Iris-setosa
185,4.7,3.7,2.5,0.1,Iris-setosa
186,5.8,3.1,2.1,0.1,Iris-setosa
187,4.3,2.7,4.3,0.2,Iris-virginica
188,5.6,2.9,6.9,1.5,Iris-virginica
189,4.8,4.2,1.0,0.7,Iris-setosa
190,5.0,3.4,6.9,0.3,Iris-versicolor
191,4.6,3.2,2.1,0.6,Iris-setosa
192,5.7,3.3,2.8,1.3,Iris-virginica
193,4.3,2.4,1.0,1.1,Iris-versicolor
194,5.0,3.3,4.0,1.3,Iris-versicolor
195,4.9,2.6,2.6,0.7,Iris-versicolor
196,4.3,2.4,1.0,1.8,Iris-setosa
197,4.3,3.9,6.2,1.0,Iris-virginica
198,4.7,3.3,1.6,1.9,Iris-versicolor
199,5.7,2.8,2.5,1.5,Iris-virginica
200,5.2,4.1,6.5,2.1,Iris-virginica
201,4.9,3.6,5.4,0.8,Iris-versicolor
202,6.5,2.6,6.8,0.1,Iris-setosa
203,4.9,2.7,3.8,1.1,Iris-versicolor
204,4.7,3.6,1.8,0.3,Iris-setosa
205,4.6,3.5,6.2,0.1,Iris-virginica
206,5.4,3.8,5.1,0.9,Iris-virginica
207,4.3,2.9,6.5,0.1,Iris-setosa
208,4.9,2.4,2.5,1.5,Iris-setosa
209,5.8,2.8,2.7,1.2,Iris-virginica
210,5.6,3.4,4.0,0.9,Iris-versicolor
211,6.5,2.8,2.1,0.2,Iris-virginica
212,4.4,3.1,6.5,1.3,Iris-virginica
213,4.3,3.5,2.3,0.7,Iris-virginica
214,4.3,3.9,4.0,1.5,Iris-setosa
215,6.7,3.8,2.5,0.1,Iris-virginica
216,4.3,3.3,2.1,1.0,Iris-virginica
217,5.5,3.1,4.5,0.8,Iris-versicolor
218,6.6,3.3,1.9,0.9,Iris-virginica
219,5.1,4.1,2.5,0.1,Iris-setosa
220,4.7,2.9,2.0,1.6,Iris-setosa
221,4.5,3.2,1.9,1.0,Iris-setosa
222,4.3,4.1,2.1,0.9,Iris-versicolor
223,5.7,3.1,6.9,0.9,Iris-virginica
224,5.2,2.5,1.7,0.1,Iris-setosa
225,5.9,3.6,2.1,1.0,Iris-virginica
226,4.3,3.6,6.3,0.8,Iris-versicolor
227,7.2,2.9,6.9,1.6,Iris-virginica
228,4.3,3.7,1.3,0.5,Iris-setosa
229,4.3,3.1,5.7,0.1,Iris-setosa
230,5.3,3.6,1.1,2.3,Iris-versicolor
231,4.4,3.3,5.7,0.1,Iris-versicolor
232,4.6,2.1,6.3,0.4,Iris-virginica
233,5.2,4.1,2.0,1.2,Iris-setosa
234,4.3,2.6,4.7,1.5,Iris-versicolor
235,4.7,3.2,4.8,1.2,Iris-versicolor
236,4.3,2.5,2.3,0.1,Iris-setosa
237,5.2,2.5,1.4,0.4,Iris-versicolor
238,5.4,3.6,1.5,0.5,Iris-versicolor
239,4.6,2.6,6.4,0.7,Iris-virginica
240,4.9,2.5,3.7,0.9,Iris-versicolor
241,4.3,2.3,5.8,1.9,Iris-setosa
242,4.3,2.7,1.0,2.4,Iris-versicolor
243,4.3,2.8,2.5,0.7,Iris-setosa
244,4.3,3.4,5.3,0.8,Iris-versicolor
245,5.8,4.4,2.3,1.6,Iris-setosa
246,4.9,3.0,5.3,1.7,Iris-versicolor
247,4.3,3.2,2.1,0.9,Iris-setosa
248,4.5,3.0,2.6,1.4,Iris-setosa
249,5.6,4.3,2.1,0.2,Iris-versicolor
250,4.3,2.9,4.9,0.2,Iris-virginica
251,5.0,3.4,6.9,1.8,Iris-virginica
252,5.7,2.7,4.9,0.8,Iris-virginica
253,5.7,3.3,3.5,0.5,Iris-versicolor
254,5.0,2.9,2.7,1.6,Iris-virginica
255,5.8,2.7,6.2,0.4,Iris-versicolor
256,4.3,2.6,4.7,0.1,Iris-setosa
257,4.4,3.6,2.6,0.2,Iris-setosa
258,4.6,3.0,4.4,0.7,Iris-versicolor
259,5.0,2.4,1.5,0.6,Iris-versicolor
260,6.2,3.6,5.6,0.1,Iris-setosa
261,4.6,3.4,1.6,0.1,Iris-setosa
262,4.9,3.3,3.0,1.3,Iris-versicolor
263,4.3,2.5,1.6,0.3,Iris-setosa
264,4.5,2.7,1.6,0.5,Iris-setosa
265,4.6,2.7,3.9,0.1,Iris-versicolor
266,5.1,3.2,4.6,1.6,Iris-virginica
267,4.7,2.5,5.3,0.8,Iris-virginica
268,4.9,3.1,1.9,1.1,Iris-versicolor
269,4.3,2.5,1.5,0.5,Iris-virginica
270,4.7,3.4,6.5,1.3,Iris-virginica
271,4.9,3.5,2.2,0.6,Iris-setosa
272,5.5,3.2,5.1,1.4,Iris-versicolor
273,4.8,2.5,2.0,0.9,Iris-setosa
274,4.3,2.9,6.6,0.7,Iris-virginica
275,5.2,2.0,5.7,0.9,Iris-versicolor
276,5.5,2.0,2.6,0.1,Iris-virginica
277,4.6,2.3,5.8,0.1,Iris-virginica
278,6.9,3.3,4.9,1.3,Iris-virginica
279,5.1,2.2,1.9,1.0,Iris-virginica
280,4.3,3.4,6.7,1.5,Iris-virginica
281,5.3,3.0,5.5,0.2,Iris-versicolor
282,4.3,3.6,1.0,0.2,Iris-setosa
283,5.4,3.1,2.3,0.8,Iris-virginica
284,5.4,2.6,5.3,0.1,Iris-virginica
285,4.3,2.6,1.7,2.1,Iris-setosa
286,5.2,3.3,5.2,1.4,Iris-virginica
287,4.3,2.8,5.2,0.4,Iris-setosa
288,4.3,2.6,3.0,0.6,Iris-versicolor
289,5.8,2.4,3.7,2.0,Iris-versicolor
290,4.9,2.2,2.4,0.1,Iris-virginica
291,4.9,2.7,6.8,1.7,Iris-virginica
292,4.6,3.1,5.8,1.5,Iris-versicolor
293,7.6,4.1,1.7,0.1,Iris-versicolor
294,4.9,3.3,6.9,0.7,Iris-virginica
295,4.7,2.6,5.4,0.4,Iris-virginica
296,4.3,3.9,4.5,0.6,Iris-virginica
297,4.3,2.6,1.5,0.1,Iris-versicolor
298,4.3,2.5,4.3,0.1,Iris-virginica
299,4.3,2.6,2.1,0.1,Iris-setosa
300,4.6,3.1,2.3,0.2,Iris-setosa
301,5.4,2.6,6.5,0.5,Iris-virginica
302,4.5,2.4,4.9,0.1,Iris-versicolor
303,4.3,3.5,4.0,0.1,Iris-setosa
304,4.3,2.9,1.6,0.4,Iris-versicolor
305,6.7,3.2,6.1,1.1,Iris-virginica
306,4.3,4.3,2.7,0.4,Iris-setosa
307,5.5,3.5,6.3,0.2,Iris-versicolor
308,5.1,3.6,4.8,0.5,Iris-versicolor
309,4.7,2.8,1.5,0.1,Iris-versicolor
310,4.3,3.2,1.4,0.1,Iris-versicolor
311,6.0,2.6,6.1,1.9,Iris-setosa
312,4.6,2.7,6.7,2.5,Iris-setosa
313,4.3,2.0,4.5,0.7,Iris-versicolor
314,5.9,2.2,6.9,1.4,Iris-virginica
315,5.5,2.8,5.7,1.7,Iris-versicolor
316,5.1,3.3,1.6,1.5,Iris-versicolor
317,4.3,3.7,5.9,0.7,Iris-versicolor
318,4.5,3.5,5.4,0.4,Iris-setosa
319,7.2,2.9,2.0,0.9,Iris-virginica
320,5.4,3.2,2.9,0.2,Iris-virginica
321,4.7,2.6,1.1,1.4,Iris-versicolor
322,5.3,3.6,2.8,0.5,Iris-virginica
323,4.3,3.5,2.7,1.6,Iris-versicolor
324,7.2,3.3,5.0,0.1,Iris-versicolor
325,4.3,4.0,2.2,1.8,Iris-setosa
326,5.8,2.3,6.6,0.1,Iris-virginica
327,5.0,4.0,6.9,0.7,Iris-virginica
328,4.3,3.3,1.8,0.8,Iris-setosa
329,4.7,3.8,1.8,0.8,Iris-versicolor
330,4.3,2.9,5.3,1.0,Iris-versicolor
331,5.7,3.0,1.4,0.4,Iris-versicolor
332,4.9,3.5,5.1,0.3,Iris-setosa
333,5.2,3.9,6.1,0.1,Iris-virginica
334,4.6,4.0,2.9,0.1,Iris-setosa
335,4.9,3.9,6.9,1.1,Iris-setosa
336,5.5,3.6,1.9,0.1,Iris-setosa
337,6.1,2.5,1.2,0.1,Iris-versicolor
338,4.3,2.4,6.7,0.5,Iris-virginica
339,4.3,2.0,4.0,0.1,Iris-setosa
340,5.0,3.0,1.6,1.2,Iris-versicolor
341,6.8,3.2,6.9,0.6,Iris-virginica
342,4.3,2.2,2.0,0.1,Iris-virginica
343,4.3,2.9,1.9,0.1,Iris-setosa
344,4.3,2.2,1.5,0.1,Iris-setosa
345,6.6,4.4,3.1,1.3,Iris-versicolor
346,6.2,3.4,2.3,1.0,Iris-setosa
347,4.3,2.9,5.5,1.8,Iris-versicolor
348,4.9,3.0,5.0,0.3,Iris-virginica
349,5.3,2.6,5.3,0.9,Iris-versicolor
350,5.2,4.0,1.0,0.9,Iris-setosa
351,4.3,2.7,2.0,1.0,Iris-versicolor
352,6.5,3.8,1.8,0.4,Iris-versicolor
353,4.7,3.6,4.5,0.3,Iris-versicolor
354,6.7,2.8,1.3,0.1,Iris-setosa
355,4.9,3.1,4.2,0.6,Iris-versicolor
356,5.6,2.2,1.0,0.3,Iris-versicolor
357,4.4,2.7,5.7,0.1,Iris-virginica
358,4.8,3.3,6.8,0.1,Iris-setosa
359,4.5,2.5,1.9,1.1,Iris-virginica
360,5.0,2.5,2.1,1.0,Iris-setosa
361,4.8,3.9,2.0,0.2,Iris-setosa
362,6.3,2.5,6.8,1.1,Iris-virginica
363,5.0,2.3,6.0,0.1,Iris-setosa
364,7.3,2.3,6.7,0.6,Iris-virginica
365,4.8,3.5,1.4,0.1,Iris-setosa
366,4.3,2.7,1.4,0.1,Iris-versicolor
367,5.9,2.0,6.9,0.9,Iris-virginica
368,4.7,3.0,1.7,0.8,Iris-setosa
369,4.7,2.8,2.0,0.1,Iris-setosa
370,5.3,2.7,6.5,0.5,Iris-virginica
371,6.2,2.3,1.1,0.5,Iris-versicolor
372,4.3,2.9,1.9,0.5,Iris-setosa
373,4.5,3.1,2.9,0.1,Iris-setosa
374,4.6,3.1,2.4,0.8,Iris-versicolor
375,4.3,2.2,2.0,1.5,Iris-virginica
376,4.6,3.2,6.9,0.7,Iris-virginica
377,4.4,3.2,3.5,0.1,Iris-setosa
378,4.3,2.6,4.6,2.5,Iris-virginica
379,4.4,4.0,2.3,0.3,Iris-setosa
380,4.7,2.9,1.7,0.5,Iris-versicolor
381,7.0,3.6,2.1,1.5,Iris-versicolor
382,4.3,2.2,4.2,1.2,Iris-versicolor
383,5.6,2.9,3.1,0.4,Iris-versicolor
384,4.6,2.5,2.5,0.1,Iris-setosa
385,4.3,2.7,1.9,1.5,Iris-setosa
386,4.4,2.9,6.9,0.1,Iris-virginica
387,5.1,2.5,3.4,0.4,Iris-versicolor
388,5.8,2.6,1.7,0.7,Iris-versicolor
389,4.9,4.0,1.1,0.5,Iris-versicolor
390,5.8,3.5,6.1,0.3,Iris-virginica
391,4.7,2.9,1.7,1.2,Iris-versicolor
392,5.6,2.8,1.0,1.5,Iris-setosa
393,4.3,3.5,2.8,0.4,Iris-setosa
394,6.8,3.6,6.8,0.3,Iris-virginica
395,4.9,2.7,1.6,0.9,Iris-virginica
396,5.1,2.7,3.7,0.1,Iris-versicolor
397,5.0,2.7,3.4,0.7,Iris-versicolor
398,4.3,3.7,2.8,0.5,Iris-setosa
399,5.3,3.7,1.9,0.1,Iris-setosa
400,5.6,2.7,6.0,2.5,Iris-virginica
401,4.3,3.2,1.6,0.8,Iris-virginica
402,4.3,2.5,2.3,0.3,Iris-versicolor
403,5.1,2.0,1.1,0.3,Iris-setosa
404,4.4,3.4,2.0,0.7,Iris-versicolor
405,4.3,2.7,2.3,1.3,Iris-versicolor
406,4.6,2.7,6.9,0.7,Iris-virginica
407,5.3,3.1,6.4,0.8,Iris-virginica
408,4.9,3.3,2.6,1.0,Iris-virginica
409,4.8,2.8,1.8,0.7,Iris-virginica
410,4.5,2.1,3.2,0.1,Iris-setosa
411,5.1,2.0,6.0,0.8,Iris-virginica
412,5.9,2.9,6.9,0.9,Iris-versicolor
413,4.7,3.0,1.4,0.2,Iris-versicolor
414,4.4,3.3,6.1,1.9,Iris-versicolor
415,5.3,3.3,5.0,0.1,Iris-setosa
416,4.5,2.5,5.0,0.1,Iris-setosa
417,5.6,3.0,1.8,0.1,Iris-setosa
418,4.7,2.8,6.1,2.5,Iris-versicolor
419,6.0,2.3,4.9,1.3,Iris-versicolor
420,5.7,2.8,6.0,0.5,Iris-versicolor
421,4.9,3.7,2.4,0.5,Iris-setosa
422,4.8,2.4,1.5,0.2,Iris-setosa
423,5.9,2.2,5.4,0.1,Iris-setosa
424,7.7,3.5,4.3,1.0,Iris-versicolor
425,4.7,3.0,4.3,2.4,Iris-virginica
426,5.2,3.4,2.3,0.6,Iris-virginica
427,4.7,2.5,5.5,1.7,Iris-virginica
428,4.4,3.7,5.7,0.2,Iris-versicolor
429,7.2,3.1,2.1,2.2,Iris-versicolor
430,4.3,2.1,1.0,1.7,Iris-virginica
431,4.3,2.5,1.0,0.1,Iris-versicolor
432,4.3,3.3,1.4,1.0,Iris-versicolor
433,5.0,3.2,1.3,1.2,Iris-versicolor
434,4.3,3.5,2.1,0.1,Iris-setosa
435,4.5,2.7,5.9,1.1,Iris-virginica
436,4.9,4.2,2.5,0.7,Iris-setosa
437,5.8,3.6,2.0,0.9,Iris-setosa
438,4.3,2.4,3.1,0.1,Iris-versicolor
439,4.3,2.3,6.8,0.3,Iris-setosa
440,5.2,3.3,2.9,0.5,Iris-versicolor
441,4.3,3.0,5.8,0.6,Iris-virginica
442,4.8,2.3,1.0,0.1,Iris-versicolor
443,4.3,3.8,1.0,0.1,Iris-setosa
444,4.3,3.8,4.5,1.7,Iris-versicolor
445,6.6,3.7,6.3,1.3,Iris-virginica
446,5.8,3.2,4.7,1.3,Iris-virginica
447,5.8,3.6,1.7,0.1,Iris-versicolor
448,5.5,4.2,2.2,1.1,Iris-versicolor
449,7.3,2.9,6.4,0.5,Iris-versicolor
450,7.4,2.2,6.5,0.1,Iris-versicolor
451,5.1,2.5,6.5,0.1,Iris-setosa
452,5.3,2.3,6.5,0.3,Iris-versicolor
453,4.3,2.8,1.1,0.7,Iris-versicolor
454,4.3,3.7,1.9,1.3,Iris-versicolor
455,5.1,2.0,5.0,1.4,Iris-versicolor
456,4.3,2.5,2.2,1.9,Iris-setosa
457,4.7,3.3,5.3,0.4,Iris-versicolor
458,4.7,3.2,2.1,0.1,Iris-setosa
459,4.6,2.8,4.1,1.1,Iris-setosa
460,4.3,3.6,2.3,0.1,Iris-versicolor
461,5.1,2.0,1.0,1.4,Iris-versicolor
462,4.5,2.8,1.9,0.8,Iris-virginica
463,4.5,3.0,1.9,0.4,Iris-setosa
464,7.4,3.4,5.5,1.5,Iris-setosa
465,5.5,2.8,6.2,0.1,Iris-versicolor
466,4.5,3.1,1.5,1.1,Iris-setosa
467,5.6,2.9,4.4,0.3,Iris-versicolor
468,5.0,2.3,5.3,0.7,Iris-versicolor
469,5.6,4.2,3.1,0.7,Iris-versicolor
470,4.7,2.5,6.5,0.5,Iris-versicolor
471,4.8,3.8,2.5,1.0,Iris-versicolor
472,4.5,4.0,6.1,0.1,Iris-setosa
473,4.8,3.5,1.7,0.2,Iris-setosa
474,6.3,2.9,1.9,0.2,Iris-virginica
475,4.3,3.7,3.7,0.4,Iris-setosa
476,5.2,2.3,1.8,0.1,Iris-versicolor
477,6.2,2.1,2.1,0.1,Iris-setosa
478,4.8,3.6,1.0,0.1,Iris-setosa
479,4.3,3.0,2.5,0.9,Iris-versicolor
480,4.3,2.3,5.1,0.8,Iris-virginica
481,6.5,3.1,6.4,0.6,Iris-virginica
482,4.3,3.0,3.9,1.0,Iris-versicolor
483,6.3,2.5,6.0,0.2,Iris-virginica
484,4.3,3.2,2.8,0.2,Iris-versicolor
485,4.8,3.1,6.9,2.4,Iris-virginica
486,5.7,3.2,2.3,0.6,Iris-setosa
487,6.4,2.2,5.3,2.5,Iris-virginica
488,4.3,3.5,4.4,0.3,Iris-setosa
489,5.2,2.9,4.3,0.9,Iris-virginica
490,6.5,3.8,2.5,1.4,Iris-virginica
491,5.4,3.0,2.2,0.3,Iris-setosa
492,4.8,2.9,2.4,0.1,Iris-setosa
493,4.7,3.4,2.0,0.1,Iris-setosa
494,4.7,3.4,6.4,0.6,Iris-versicolor
495,4.7,3.8,1.1,1.2,Iris-versicolor
496,4.7,2.9,2.6,0.2,Iris-versicolor
497,4.3,2.9,6.3,1.5,Iris-virginica
498,5.5,2.5,6.5,1.6,Iris-virginica
499,4.3,4.2,5.1,0.4,Iris-versicolor
