Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
62,6.4,3.3,4.9,1.7,Iris-virginica
63,5.3,3.3,6.1,1.6,Iris-virginica
64,5.1,3.2,1.6,1.3,Iris-setosa
65,5.6,3.0,4.5,1.5,Iris-versicolor
66,5.3,2.8,5.2,1.3,Iris-versicolor
67,5.0,3.2,5.1,1.6,Iris-setosa
68,5.2,3.5,1.2,0.2,Iris-setosa
69,6.8,3.1,5.1,1.8,Iris-virginica
70,6.0,2.2,5.1,1.8,Iris-versicolor
71,5.2,2.9,4.7,1.7,Iris-virginica
72,5.2,2.9,1.4,1.5,Iris-setosa
73,5.7,2.5,4.4,1.7,Iris-virginica
74,5.1,3.3,1.0,0.2,Iris-setosa
75,5.4,2.8,4.1,1.4,Iris-versicolor
76,5.9,3.1,4.9,1.9,Iris-virginica
77,5.7,3.0,3.9,1.1,Iris-versicolor
78,4.8,3.4,4.5,1.6,Iris-versicolor
79,5.7,3.0,4.2,1.2,Iris-versicolor
80,5.8,2.9,5.1,1.6,Iris-virginica
81,5.2,3.6,1.4,0.1,Iris-setosa
82,5.9,3.2,4.4,1.3,Iris-versicolor
83,5.1,3.7,1.7,0.3,Iris-setosa
84,4.9,3.1,1.3,0.1,Iris-setosa
85,5.0,2.8,4.5,1.5,Iris-virginica
86,6.3,3.5,4.8,1.9,Iris-versicolor
87,7.3,2.8,5.0,2.1,Iris-virginica
88,6.5,2.9,5.4,1.7,Iris-versicolor
89,4.7,2.7,1.7,1.5,Iris-setosa
90,5.2,3.2,5.0,1.7,Iris-setosa
91,5.2,3.5,1.6,0.1,Iris-setosa
92,5.9,3.2,5.1,1.5,Iris-virginica
93,5.7,2.9,4.7,1.3,Iris-versicolor
94,5.3,3.0,5.4,1.7,Iris-virginica
95,6.3,2.9,5.3,2.3,Iris-virginica
96,6.4,2.9,4.9,1.9,Iris-virginica
97,5.8,2.3,5.1,1.9,Iris-virginica
98,4.8,3.7,1.6,0.2,Iris-setosa
99,6.6,2.7,4.2,1.8,Iris-versicolor
100,5.0,3.6,4.9,1.6,Iris-versicolor
101,6.0,3.3,5.3,1.7,Iris-virginica
102,5.1,2.0,4.9,1.1,Iris-versicolor
103,6.4,3.4,4.6,1.5,Iris-virginica
104,4.8,3.7,1.2,0.3,Iris-setosa
105,4.8,3.8,1.2,0.4,Iris-setosa
106,5.1,2.6,4.2,1.7,Iris-versicolor
107,6.6,2.8,4.1,1.6,Iris-versicolor
108,6.6,2.8,6.1,1.6,Iris-versicolor
109,6.0,3.0,3.7,1.5,Iris-versicolor
110,6.9,3.1,5.7,2.3,Iris-virginica
111,6.9,3.6,1.7,0.3,Iris-setosa
112,5.4,3.4,1.3,0.3,Iris-setosa
113,4.3,3.5,1.4,0.3,Iris-setosa
114,5.3,2.8,5.2,1.5,Iris-versicolor
115,5.0,3.2,4.7,1.6,Iris-versicolor
116,5.5,3.1,5.1,1.9,Iris-virginica
117,7.3,2.7,4.9,1.2,Iris-virginica
118,6.9,2.5,5.7,1.9,Iris-virginica
119,4.7,3.1,4.7,1.5,Iris-versicolor
120,6.4,3.0,4.7,2.1,Iris-virginica
121,5.7,3.4,1.6,1.1,Iris-setosa
122,5.3,2.7,4.7,1.5,Iris-versicolor
123,7.3,3.0,5.2,2.3,Iris-virginica
124,5.1,3.4,1.5,0.5,Iris-setosa
125,6.0,2.4,4.1,1.5,Iris-virginica
126,6.0,2.5,4.4,1.6,Iris-virginica
127,7.2,2.4,5.4,2.0,Iris-virginica
128,5.4,2.7,4.6,1.3,Iris-versicolor
129,5.0,3.2,1.5,0.2,Iris-setosa
130,4.7,3.3,1.4,0.2,Iris-setosa
131,5.1,2.9,4.1,1.3,Iris-versicolor
132,5.3,2.9,4.3,1.5,Iris-versicolor
133,5.1,3.0,5.0,1.3,Iris-versicolor
134,5.6,3.1,6.0,1.8,Iris-virginica
135,6.0,2.8,4.7,1.7,Iris-versicolor
136,5.7,3.1,3.7,1.4,Iris-versicolor
137,4.9,3.4,1.8,0.1,Iris-setosa
138,5.2,2.8,1.2,0.1,Iris-setosa
139,5.7,2.7,4.0,1.6,Iris-setosa
140,5.3,2.7,4.7,2.0,Iris-versicolor
141,4.7,3.2,4.6,1.4,Iris-versicolor
142,6.6,3.1,5.9,1.7,Iris-virginica
143,6.2,2.8,5.1,1.9,Iris-virginica
144,6.5,2.4,5.2,1.9,Iris-versicolor
145,5.9,2.9,4.5,1.8,Iris-versicolor
146,5.5,2.8,4.9,1.6,Iris-setosa
147,4.5,3.0,1.6,0.4,Iris-setosa
148,5.0,3.5,1.2,0.2,Iris-setosa
149,6.9,3.5,4.7,2.2,Iris-virginica
150,5.8,3.1,4.3,1.6,Iris-versicolor
151,4.9,3.3,1.5,0.2,Iris-setosa
152,6.5,2.4,4.7,1.5,Iris-virginica
153,7.8,3.6,4.6,1.9,Iris-virginica
154,6.8,3.1,5.0,1.6,Iris-virginica
155,6.1,2.6,5.0,1.5,Iris-versicolor
156,6.0,3.1,4.6,1.5,Iris-versicolor
157,6.7,3.0,5.2,1.6,Iris-versicolor
158,7.5,3.3,5.7,1.8,Iris-virginica
159,4.9,3.4,1.4,1.3,Iris-setosa
160,5.1,3.9,1.5,0.2,Iris-setosa
161,6.7,2.5,4.0,1.6,Iris-versicolor
162,5.3,3.5,5.6,2.0,Iris-virginica
163,6.8,3.6,5.1,2.2,Iris-virginica
164,6.2,3.6,5.0,2.1,Iris-virginica
165,5.2,3.1,1.5,0.2,Iris-setosa
166,5.3,3.0,5.4,1.9,Iris-versicolor
167,6.8,3.5,5.3,1.9,Iris-virginica
168,6.3,3.1,4.5,2.2,Iris-virginica
169,6.0,2.9,6.1,2.0,Iris-virginica
170,6.6,3.0,5.2,1.9,Iris-virginica
171,5.2,3.9,4.9,1.7,Iris-virginica
172,7.0,3.2,5.0,1.4,Iris-versicolor
173,5.1,3.2,1.0,0.3,Iris-setosa
174,7.0,3.1,5.1,1.9,Iris-virginica
175,6.5,3.2,4.8,1.8,Iris-setosa
176,6.3,3.4,5.0,1.9,Iris-virginica
177,5.2,2.6,4.9,0.7,Iris-versicolor
178,5.5,2.6,4.5,2.0,Iris-virginica
179,4.6,3.3,1.3,0.2,Iris-setosa
180,5.7,3.2,4.3,2.1,Iris-virginica
181,6.1,3.3,5.1,1.7,Iris-virginica
182,5.7,2.8,5.6,1.6,Iris-versicolor
183,5.6,2.6,4.4,1.4,Iris-versicolor
184,6.0,2.3,4.7,1.6,Iris-versicolor
185,5.3,3.5,4.5,1.1,Iris-versicolor
186,6.2,3.0,4.7,1.5,Iris-versicolor
187,5.8,3.8,1.8,2.0,Iris-virginica
188,6.7,2.5,4.7,1.7,Iris-versicolor
189,5.5,2.8,4.9,1.5,Iris-versicolor
190,6.2,2.9,5.6,2.4,Iris-virginica
191,5.4,3.3,4.7,1.8,Iris-versicolor
192,5.0,3.9,1.3,0.3,Iris-setosa
193,6.0,3.4,4.0,2.1,Iris-virginica
194,5.8,2.7,4.5,1.5,Iris-versicolor
195,5.8,2.9,4.9,1.6,Iris-virginica
196,5.5,4.0,1.2,0.4,Iris-setosa
197,6.6,2.6,5.5,1.8,Iris-virginica
198,6.0,2.7,5.0,1.7,Iris-virginica
199,5.2,2.7,4.5,1.4,Iris-versicolor
200,4.8,3.3,1.6,0.2,Iris-setosa
201,7.1,3.3,5.1,2.2,Iris-virginica
202,6.9,3.3,1.6,1.9,Iris-setosa
203,6.4,2.7,4.9,0.9,Iris-versicolor
204,6.6,2.7,5.5,1.1,Iris-virginica
205,5.4,3.3,4.7,1.7,Iris-virginica
206,7.2,2.6,5.1,1.8,Iris-virginica
207,5.1,3.2,5.1,1.3,Iris-versicolor
208,6.4,2.7,5.2,1.7,Iris-virginica
209,6.2,2.6,5.4,1.6,Iris-virginica
210,5.7,2.8,4.9,1.5,Iris-versicolor
211,6.5,3.4,1.6,2.0,Iris-virginica
212,5.8,3.0,5.1,1.9,Iris-virginica
213,5.6,2.8,5.0,2.0,Iris-setosa
214,5.7,3.0,4.0,2.0,Iris-virginica
215,6.3,2.6,5.0,1.7,Iris-versicolor
216,5.0,2.9,4.4,1.7,Iris-setosa
217,5.0,3.4,1.0,0.3,Iris-setosa
218,5.5,3.0,3.9,1.7,Iris-setosa
219,6.7,2.4,5.5,2.1,Iris-virginica
220,5.3,3.1,1.3,0.3,Iris-setosa
221,6.1,2.8,4.8,2.3,Iris-virginica
222,6.4,2.7,5.3,1.9,Iris-virginica
223,6.5,2.8,5.3,1.6,Iris-virginica
224,5.5,3.0,5.0,2.3,Iris-virginica
225,6.8,3.2,5.6,1.9,Iris-virginica
226,6.2,2.9,4.4,1.5,Iris-versicolor
227,4.9,3.4,5.0,1.8,Iris-virginica
228,5.6,2.7,4.3,1.5,Iris-versicolor
229,6.9,3.2,5.1,2.5,Iris-virginica
230,6.1,3.6,1.6,0.4,Iris-setosa
231,4.9,3.0,4.7,0.9,Iris-versicolor
232,4.8,2.9,4.3,1.7,Iris-versicolor
233,5.1,2.9,1.5,0.2,Iris-setosa
234,6.1,2.8,5.3,1.7,Iris-virginica
235,5.8,3.1,4.9,1.9,Iris-setosa
236,6.3,3.0,5.1,1.4,Iris-versicolor
237,4.7,2.9,1.6,0.2,Iris-setosa
238,5.3,3.4,5.3,1.9,Iris-virginica
239,4.7,3.4,1.2,0.2,Iris-setosa
240,5.3,2.9,4.7,1.5,Iris-setosa
241,5.4,3.1,5.2,1.4,Iris-virginica
242,5.2,3.0,5.4,1.2,Iris-versicolor
243,6.3,2.8,4.6,1.5,Iris-versicolor
244,5.8,2.6,4.6,1.6,Iris-virginica
245,5.2,2.9,4.4,1.2,Iris-versicolor
246,5.0,3.2,4.5,1.6,Iris-versicolor
247,4.6,3.3,1.8,0.1,Iris-setosa
248,6.8,3.0,4.9,2.0,Iris-virginica
249,5.0,2.9,4.5,2.0,Iris-versicolor
250,7.6,3.1,5.6,2.0,Iris-virginica
251,4.6,3.3,1.4,0.2,Iris-setosa
252,6.1,3.0,5.4,1.9,Iris-versicolor
253,5.0,2.7,5.0,1.7,Iris-versicolor
254,4.7,2.9,1.4,0.3,Iris-setosa
255,5.0,3.6,1.9,0.3,Iris-setosa
256,6.3,2.5,3.9,1.8,Iris-versicolor
257,4.9,3.1,1.2,0.2,Iris-setosa
258,6.8,2.2,4.8,2.0,Iris-virginica
259,5.1,3.5,1.0,0.5,Iris-setosa
260,6.1,2.8,5.3,1.6,Iris-virginica
261,4.8,3.1,5.0,1.1,Iris-versicolor
262,5.3,3.3,1.4,0.3,Iris-setosa
263,5.6,3.3,5.1,1.0,Iris-versicolor
264,5.2,3.6,1.2,0.1,Iris-setosa
265,6.7,3.7,5.3,1.5,Iris-virginica
266,7.9,2.8,5.0,1.8,Iris-virginica
267,4.5,3.2,1.7,0.3,Iris-setosa
268,6.0,3.6,5.5,1.7,Iris-virginica
269,6.5,2.7,5.2,2.0,Iris-virginica
270,4.8,3.1,3.7,1.6,Iris-versicolor
271,6.3,2.8,5.1,1.6,Iris-virginica
272,6.0,2.1,4.9,1.3,Iris-versicolor
273,4.7,3.5,1.8,0.4,Iris-setosa
274,6.7,3.6,4.9,1.9,Iris-virginica
275,6.7,2.6,4.9,1.6,Iris-versicolor
276,6.7,3.4,5.1,1.8,Iris-versicolor
277,4.5,3.6,1.8,0.3,Iris-setosa
278,5.0,3.1,4.5,1.6,Iris-setosa
279,5.6,3.0,4.8,1.9,Iris-virginica
280,5.9,3.3,5.1,1.7,Iris-virginica
281,4.3,2.8,1.4,0.1,Iris-setosa
282,5.9,2.7,5.2,1.7,Iris-virginica
283,4.4,3.2,1.8,0.3,Iris-setosa
284,5.1,3.0,4.3,1.4,Iris-versicolor
285,5.4,2.7,3.9,1.5,Iris-versicolor
286,6.8,2.8,5.4,1.7,Iris-versicolor
287,5.1,2.5,4.3,1.6,Iris-versicolor
288,5.9,2.5,4.3,1.7,Iris-versicolor
289,4.8,3.6,1.5,0.1,Iris-setosa
290,5.6,2.8,4.6,1.6,Iris-versicolor
291,5.3,3.6,1.6,0.3,Iris-setosa
292,6.0,2.5,4.3,1.7,Iris-versicolor
293,6.5,3.4,1.6,0.2,Iris-setosa
294,5.0,3.2,5.1,1.7,Iris-virginica
295,5.7,3.0,3.9,1.7,Iris-versicolor
296,5.9,3.1,4.4,1.5,Iris-virginica
297,6.6,3.4,5.0,1.8,Iris-virginica
298,6.4,3.5,4.4,1.8,Iris-virginica
299,6.6,2.8,4.9,1.5,Iris-virginica
300,5.2,3.2,1.7,0.4,Iris-setosa
301,6.0,3.1,4.8,1.6,Iris-versicolor
302,4.9,3.3,1.7,0.1,Iris-setosa
303,6.1,3.6,1.8,0.4,Iris-setosa
304,6.3,3.6,1.2,0.1,Iris-setosa
305,6.8,3.2,4.6,2.0,Iris-virginica
306,6.9,3.0,5.2,1.4,Iris-virginica
307,6.0,3.3,4.9,1.8,Iris-virginica
308,5.2,2.9,5.3,1.8,Iris-versicolor
309,6.9,2.9,5.6,1.8,Iris-virginica
310,5.5,2.9,3.9,1.4,Iris-versicolor
311,6.1,3.1,4.1,1.2,Iris-virginica
312,5.8,3.3,1.6,1.2,Iris-setosa
313,5.1,2.7,4.4,1.6,Iris-versicolor
314,5.3,3.0,4.5,1.4,Iris-versicolor
315,5.1,2.7,4.3,1.7,Iris-versicolor
316,7.8,3.5,5.8,1.4,Iris-versicolor
317,5.9,2.4,3.7,1.4,Iris-versicolor
318,7.6,2.8,4.3,1.9,Iris-virginica
319,4.9,3.0,1.7,0.3,Iris-setosa
320,6.2,2.1,5.7,1.8,Iris-virginica
321,4.8,2.7,3.8,1.2,Iris-versicolor
322,6.2,4.3,5.6,1.7,Iris-virginica
323,7.4,3.0,5.8,2.0,Iris-virginica
324,5.2,2.8,1.7,0.3,Iris-setosa
325,6.7,2.7,4.7,1.5,Iris-virginica
326,6.4,2.5,5.0,1.5,Iris-virginica
327,6.4,3.1,5.3,1.8,Iris-virginica
328,5.7,3.0,5.7,1.8,Iris-virginica
329,6.0,3.8,1.7,0.1,Iris-setosa
330,7.2,2.2,6.4,2.0,Iris-virginica
331,7.1,2.8,5.5,1.8,Iris-virginica
332,5.8,2.9,5.0,1.5,Iris-virginica
333,5.3,2.9,3.9,1.6,Iris-versicolor
334,5.1,3.1,4.5,1.4,Iris-versicolor
335,5.1,2.7,5.1,1.9,Iris-versicolor
336,6.8,3.5,5.7,2.3,Iris-virginica
337,5.4,3.0,1.2,0.3,Iris-setosa
338,5.5,2.7,4.6,1.3,Iris-versicolor
339,5.7,2.9,4.8,1.5,Iris-versicolor
340,5.6,2.3,5.1,1.5,Iris-setosa
341,4.3,3.3,1.2,0.2,Iris-setosa
342,4.6,3.3,1.2,0.4,Iris-setosa
343,4.3,3.0,1.4,0.1,Iris-setosa
344,7.3,3.3,4.9,2.1,Iris-virginica
345,4.9,3.1,1.2,0.2,Iris-setosa
346,5.5,3.4,1.6,0.3,Iris-setosa
347,6.3,2.6,5.2,1.3,Iris-virginica
348,5.9,2.6,4.2,1.8,Iris-versicolor
349,6.0,2.9,4.1,1.0,Iris-versicolor
350,5.8,3.4,4.4,1.5,Iris-versicolor
351,6.4,3.4,4.7,1.8,Iris-virginica
352,6.8,2.3,4.3,1.5,Iris-versicolor
353,5.0,2.9,1.6,0.1,Iris-setosa
354,6.3,2.9,4.6,1.8,Iris-virginica
355,7.1,2.8,6.0,2.1,Iris-virginica
356,6.0,2.8,1.6,0.1,Iris-setosa
357,7.4,3.1,4.9,2.1,Iris-virginica
358,5.2,3.3,1.0,0.3,Iris-setosa
359,5.9,2.8,4.1,1.3,Iris-versicolor
360,6.6,3.3,5.3,1.9,Iris-virginica
361,4.6,3.0,5.2,1.9,Iris-versicolor
362,6.7,3.3,5.4,2.2,Iris-virginica
363,5.2,3.1,4.3,1.7,Iris-virginica
364,6.2,3.1,4.5,1.5,Iris-versicolor
365,6.9,2.9,4.7,2.0,Iris-virginica
366,6.4,2.7,3.9,1.1,Iris-versicolor
367,5.2,3.6,5.6,1.8,Iris-setosa
368,6.3,3.1,4.5,2.1,Iris-virginica
369,5.8,3.1,4.5,1.5,Iris-versicolor
370,6.1,2.9,5.6,1.7,Iris-virginica
371,5.4,2.8,4.5,1.7,Iris-versicolor
372,5.0,2.4,1.1,0.3,Iris-setosa
373,4.8,2.8,1.5,0.3,Iris-setosa
374,6.0,3.7,5.1,2.0,Iris-virginica
375,5.3,3.6,1.4,0.1,Iris-setosa
376,4.7,3.7,1.4,0.3,Iris-setosa
377,7.2,3.7,5.3,1.9,Iris-virginica
378,5.8,2.1,4.2,1.1,Iris-versicolor
379,6.9,3.5,6.2,1.4,Iris-virginica
380,5.0,3.3,4.4,1.2,Iris-versicolor
381,4.8,3.4,1.8,0.2,Iris-setosa
382,5.5,3.4,4.5,1.9,Iris-virginica
383,4.8,3.4,1.6,0.1,Iris-setosa
384,6.9,2.9,5.3,1.9,Iris-virginica
385,5.2,4.0,4.9,1.3,Iris-setosa
386,5.6,3.4,4.7,1.3,Iris-versicolor
387,5.8,3.3,1.5,0.4,Iris-setosa
388,7.0,3.2,4.8,1.8,Iris-virginica
389,6.6,2.8,5.3,1.9,Iris-virginica
390,5.6,2.5,4.6,1.4,Iris-versicolor
391,6.3,2.9,4.8,1.7,Iris-virginica
392,6.1,3.0,4.7,2.2,Iris-virginica
393,4.7,3.2,1.5,0.3,Iris-setosa
394,4.7,3.6,1.4,0.1,Iris-setosa
395,7.0,3.3,5.4,1.9,Iris-virginica
396,6.9,3.2,6.0,2.3,Iris-virginica
397,5.9,3.7,5.2,1.8,Iris-virginica
398,7.3,3.0,4.3,2.0,Iris-virginica
399,6.4,2.7,5.0,1.7,Iris-virginica
400,5.1,3.0,4.3,1.8,Iris-versicolor
401,4.5,4.0,1.4,0.1,Iris-setosa
402,5.7,3.2,6.0,1.7,Iris-virginica
403,6.4,2.8,4.5,1.5,Iris-versicolor
404,5.6,3.4,5.1,1.9,Iris-virginica
405,6.9,3.8,4.4,2.0,Iris-virginica
406,6.4,3.2,5.4,1.2,Iris-virginica
407,6.1,3.5,1.5,0.3,Iris-setosa
408,6.1,3.2,3.5,1.5,Iris-virginica
409,5.5,2.7,4.5,1.7,Iris-versicolor
410,4.9,2.9,1.9,0.1,Iris-setosa
411,7.3,3.1,4.8,1.9,Iris-versicolor
412,7.1,2.6,4.1,1.3,Iris-versicolor
413,4.5,3.1,4.6,1.3,Iris-versicolor
414,5.5,3.1,5.7,2.0,Iris-virginica
415,5.6,3.2,5.8,1.9,Iris-virginica
416,4.4,2.7,1.7,1.6,Iris-setosa
417,6.1,3.3,5.4,2.0,Iris-virginica
418,5.0,2.9,1.4,1.8,Iris-setosa
419,7.4,2.8,5.1,2.2,Iris-virginica
420,5.3,2.7,4.6,1.5,Iris-versicolor
421,5.4,3.2,1.7,0.5,Iris-setosa
422,5.7,3.4,4.9,2.3,Iris-virginica
423,5.9,3.3,3.6,1.7,Iris-versicolor
424,4.9,4.1,1.4,0.1,Iris-setosa
425,6.7,3.3,5.4,2.2,Iris-virginica
426,5.4,2.9,4.9,1.5,Iris-versicolor
427,6.3,2.8,5.1,1.6,Iris-versicolor
428,6.1,3.2,4.8,1.9,Iris-virginica
429,6.6,2.9,3.9,1.7,Iris-versicolor
430,7.0,2.9,4.1,1.2,Iris-versicolor
431,6.6,2.4,5.0,2.0,Iris-virginica
432,6.3,3.4,5.5,1.8,Iris-virginica
433,5.3,3.0,1.4,0.3,Iris-setosa
434,4.3,2.7,1.2,0.2,Iris-setosa
435,4.9,3.2,1.5,0.3,Iris-setosa
436,5.6,3.0,5.1,1.8,Iris-virginica
437,4.9,4.1,1.6,0.3,Iris-setosa
438,5.4,3.2,4.9,1.2,Iris-versicolor
439,4.8,3.3,1.2,0.4,Iris-setosa
440,5.4,3.2,4.5,1.3,Iris-virginica
441,5.9,2.7,5.4,1.7,Iris-versicolor
442,6.3,3.1,6.3,1.9,Iris-virginica
443,5.7,2.6,5.1,2.0,Iris-virginica
444,5.5,2.7,4.9,1.6,Iris-versicolor
445,5.8,3.2,5.0,1.5,Iris-versicolor
446,6.7,2.6,4.4,1.6,Iris-virginica
447,5.4,2.8,4.8,1.2,Iris-versicolor
448,5.0,3.2,4.5,1.8,Iris-versicolor
449,6.4,3.4,4.9,2.2,Iris-virginica
450,5.9,2.7,4.5,1.6,Iris-virginica
451,5.0,3.5,5.7,1.4,Iris-versicolor
452,6.7,3.7,5.1,1.9,Iris-virginica
453,5.4,3.7,1.1,0.3,Iris-setosa
454,6.4,2.9,4.7,2.0,Iris-virginica
455,6.5,3.7,1.5,0.2,Iris-setosa
456,5.2,2.7,1.4,0.3,Iris-setosa
457,4.8,3.0,1.4,0.5,Iris-setosa
458,5.5,2.8,5.5,1.5,Iris-versicolor
459,4.5,3.2,1.6,0.4,Iris-setosa
460,5.8,2.8,4.7,1.5,Iris-versicolor
461,4.8,2.5,4.8,1.5,Iris-versicolor
462,4.8,2.8,4.6,1.1,Iris-versicolor
463,5.1,2.5,4.4,1.2,Iris-versicolor
464,6.7,3.0,4.8,2.3,Iris-virginica
465,5.1,3.0,4.2,1.6,Iris-versicolor
466,5.8,3.3,4.1,1.4,Iris-virginica
467,6.5,3.3,4.5,2.1,Iris-virginica
468,4.9,3.7,1.4,0.2,Iris-setosa
469,4.9,3.2,1.4,0.3,Iris-setosa
470,5.5,2.8,5.7,1.9,Iris-versicolor
471,6.3,3.2,4.9,1.7,Iris-virginica
472,6.9,2.9,4.1,1.9,Iris-versicolor
473,5.0,3.0,1.2,1.5,Iris-setosa
474,4.8,3.8,1.2,0.3,Iris-setosa
475,5.5,3.1,4.9,1.9,Iris-virginica
476,5.2,3.3,4.0,1.2,Iris-versicolor
477,6.8,3.2,4.9,1.8,Iris-versicolor
478,7.9,3.1,5.1,2.1,Iris-virginica
479,5.1,2.3,4.9,1.6,Iris-virginica
480,7.6,3.1,4.9,1.8,Iris-virginica
481,6.7,3.0,4.7,1.5,Iris-versicolor
482,5.4,3.4,4.4,1.4,Iris-versicolor
483,6.5,3.4,2.1,0.5,Iris-setosa
484,6.3,3.2,4.7,1.5,Iris-virginica
485,4.5,3.3,1.3,0.3,Iris-setosa
486,5.4,2.9,4.4,1.0,Iris-versicolor
487,4.6,4.2,1.3,1.0,Iris-setosa
488,7.3,3.4,5.4,1.9,Iris-virginica
489,6.8,2.5,4.5,2.0,Iris-virginica
490,5.4,3.1,1.6,0.2,Iris-setosa
491,5.3,3.0,4.6,1.8,Iris-virginica
492,6.1,3.6,1.7,0.3,Iris-setosa
493,6.1,3.3,5.4,2.1,Iris-virginica
494,6.0,3.3,1.5,0.4,Iris-setosa
495,6.4,3.4,4.6,1.6,Iris-virginica
496,4.8,3.4,1.5,0.4,Iris-setosa
497,6.4,3.4,5.5,2.2,Iris-virginica
498,5.5,3.2,4.6,1.7,Iris-versicolor
499,5.6,2.9,4.4,1.3,Iris-versicolor
