Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
136,5.6,2.1,4.0,0.8,Iris-versicolor
137,5.3,2.6,2.7,0.8,Iris-versicolor
138,6.0,2.7,1.1,0.7,Iris-versicolor
139,6.2,2.3,2.3,1.4,Iris-versicolor
140,4.9,2.0,3.1,0.1,Iris-virginica
141,4.4,3.4,1.1,1.5,Iris-virginica
142,7.0,2.9,3.6,0.1,Iris-setosa
143,5.1,2.4,3.3,0.8,Iris-virginica
144,5.6,3.2,4.6,0.1,Iris-setosa
145,4.7,2.6,2.5,0.4,Iris-setosa
146,5.0,2.4,3.0,0.1,Iris-versicolor
147,6.8,3.4,5.3,1.3,Iris-setosa
148,5.2,2.1,6.0,0.1,Iris-setosa
149,6.2,3.4,3.3,0.1,Iris-versicolor
150,5.5,2.6,5.4,2.1,Iris-virginica
151,4.7,2.3,2.9,1.1,Iris-versicolor
152,4.5,2.8,2.5,0.1,Iris-versicolor
153,6.9,2.2,1.3,2.4,Iris-versicolor
154,4.4,2.5,3.0,1.6,Iris-versicolor
155,4.6,2.7,1.2,0.1,Iris-versicolor
156,5.3,2.4,1.2,0.1,Iris-setosa
157,4.4,2.6,2.8,0.3,Iris-versicolor
158,6.5,2.1,1.1,0.1,Iris-setosa
159,4.8,3.1,1.5,1.5,Iris-virginica
160,4.7,2.5,2.3,0.1,Iris-versicolor
161,5.6,3.6,1.3,0.5,Iris-setosa
162,5.0,3.7,3.5,2.4,Iris-virginica
163,4.4,2.1,2.2,0.1,Iris-virginica
164,4.4,2.1,3.2,1.8,Iris-versicolor
165,4.7,2.7,2.7,0.1,Iris-versicolor
166,5.7,2.8,3.5,1.0,Iris-versicolor
167,4.3,2.0,1.3,0.8,Iris-setosa
168,5.4,3.6,3.5,1.2,Iris-setosa
169,4.4,2.1,3.3,1.2,Iris-virginica
170,5.8,2.7,3.4,1.1,Iris-virginica
171,4.6,3.0,2.4,0.1,Iris-versicolor
172,6.6,2.0,4.8,0.7,Iris-virginica
173,4.7,2.3,2.5,0.2,Iris-versicolor
174,4.7,3.1,5.4,1.9,Iris-virginica
175,4.5,3.4,2.9,1.1,Iris-versicolor
176,5.3,3.5,4.9,1.5,Iris-versicolor
177,5.4,2.0,3.6,1.0,Iris-virginica
178,5.9,2.8,4.7,1.4,Iris-virginica
179,5.3,3.1,3.3,0.9,Iris-virginica
180,5.1,2.6,4.5,1.3,Iris-virginica
181,5.2,2.2,1.3,1.0,Iris-versicolor
182,4.3,2.6,4.9,0.1,Iris-versicolor
183,5.9,2.9,3.4,0.8,Iris-versicolor
184,4.4,3.0,2.1,1.0,Iris-versicolor
185,6.6,2.7,1.1,0.7,Iris-versicolor
186,4.6,2.1,5.6,1.5,Iris-versicolor
187,5.9,2.4,3.5,0.1,Iris-virginica
188,5.8,2.8,1.8,0.9,Iris-setosa
189,4.9,3.2,4.3,1.1,Iris-virginica
190,5.9,3.2,3.7,0.1,Iris-setosa
191,4.4,2.8,3.8,1.6,Iris-setosa
192,4.5,2.8,5.4,0.1,Iris-setosa
193,6.8,2.9,3.7,0.1,Iris-virginica
194,7.1,2.2,5.5,2.2,Iris-virginica
195,4.5,2.2,2.2,0.3,Iris-versicolor
196,4.8,2.0,5.1,1.6,Iris-virginica
197,4.3,3.2,3.3,0.4,Iris-versicolor
198,4.3,2.1,1.1,0.8,Iris-setosa
199,4.3,2.4,3.2,0.7,Iris-virginica
200,6.7,2.7,2.6,2.3,Iris-virginica
201,4.4,2.1,4.2,1.2,Iris-versicolor
202,4.9,2.2,2.7,0.5,Iris-virginica
203,6.1,3.2,5.2,0.9,Iris-virginica
204,5.7,3.2,2.2,0.8,Iris-virginica
205,4.4,2.4,4.3,0.8,Iris-versicolor
206,4.5,2.2,5.0,1.8,Iris-setosa
207,5.9,3.6,3.4,0.8,Iris-versicolor
208,4.9,2.4,4.1,2.4,Iris-setosa
209,4.4,2.5,1.1,0.1,Iris-versicolor
210,5.5,2.7,1.1,2.0,Iris-virginica
211,4.4,3.0,3.2,0.1,Iris-versicolor
212,6.5,2.6,4.5,0.1,Iris-versicolor
213,5.6,3.0,6.2,0.1,Iris-versicolor
214,4.9,2.8,3.8,0.1,Iris-setosa
215,4.5,2.8,5.1,0.1,Iris-versicolor
216,4.9,2.3,4.1,1.0,Iris-setosa
217,4.5,2.7,3.8,1.0,Iris-setosa
218,6.1,2.4,1.0,0.2,Iris-versicolor
219,4.6,2.8,2.8,1.6,Iris-versicolor
220,4.8,2.2,4.2,1.4,Iris-virginica
221,4.5,2.7,3.5,1.4,Iris-versicolor
222,5.5,2.3,2.7,2.1,Iris-versicolor
223,4.3,3.4,2.7,0.1,Iris-virginica
224,4.6,2.6,5.4,1.2,Iris-setosa
225,5.6,2.4,3.1,0.4,Iris-versicolor
226,5.3,2.4,3.9,0.1,Iris-setosa
227,4.9,2.2,1.1,1.4,Iris-setosa
228,5.5,2.5,1.1,0.3,Iris-setosa
229,4.4,2.3,2.9,0.7,Iris-versicolor
230,5.7,2.9,2.8,0.3,Iris-setosa
231,4.6,3.0,3.1,0.5,Iris-versicolor
232,4.9,2.0,2.4,0.7,Iris-versicolor
233,5.3,2.3,4.9,2.0,Iris-virginica
234,6.6,2.3,4.5,1.1,Iris-versicolor
235,6.0,2.8,5.0,2.3,Iris-virginica
236,6.1,2.8,2.4,1.7,Iris-virginica
237,5.3,2.0,2.2,0.5,Iris-virginica
238,4.8,2.0,3.0,0.2,Iris-setosa
239,5.6,2.5,1.4,1.8,Iris-setosa
240,5.7,2.6,1.8,1.2,Iris-setosa
241,6.2,3.5,4.2,0.6,Iris-setosa
242,5.5,3.2,4.9,0.6,Iris-versicolor
243,6.3,3.0,1.1,0.8,Iris-versicolor
244,4.4,3.3,3.0,1.4,Iris-versicolor
245,4.7,3.8,3.7,0.1,Iris-versicolor
246,5.6,2.9,3.2,0.2,Iris-virginica
247,4.7,3.0,3.3,2.0,Iris-virginica
248,4.4,2.3,3.0,1.0,Iris-versicolor
249,5.1,3.4,3.8,0.5,Iris-setosa
250,5.4,2.1,1.0,0.6,Iris-versicolor
251,5.7,3.4,4.3,0.1,Iris-setosa
252,6.0,2.0,3.7,1.5,Iris-versicolor
253,4.8,2.4,4.2,1.1,Iris-setosa
254,6.7,3.3,1.5,2.0,Iris-versicolor
255,4.9,2.9,1.1,0.1,Iris-versicolor
256,6.2,2.7,3.6,1.3,Iris-versicolor
257,4.7,2.3,3.5,0.5,Iris-versicolor
258,5.7,2.0,4.3,0.5,Iris-setosa
259,4.4,3.2,1.2,0.1,Iris-virginica
260,6.4,2.9,2.6,1.3,Iris-setosa
261,5.9,2.8,4.0,1.2,Iris-versicolor
262,4.8,2.4,2.6,0.6,Iris-versicolor
263,5.3,2.4,4.0,0.4,Iris-versicolor
264,5.2,2.8,2.5,0.1,Iris-versicolor
265,5.7,3.0,3.6,2.3,Iris-versicolor
266,5.6,2.1,1.2,0.5,Iris-versicolor
267,7.0,2.5,4.1,2.0,Iris-versicolor
268,5.4,2.1,4.4,0.4,Iris-versicolor
269,4.8,2.5,4.4,2.3,Iris-versicolor
270,5.1,2.9,2.6,0.3,Iris-virginica
271,5.0,3.1,2.3,0.6,Iris-setosa
272,6.0,2.5,3.3,2.1,Iris-setosa
273,7.1,3.6,1.3,1.8,Iris-versicolor
274,6.7,2.5,5.4,0.1,Iris-setosa
275,4.5,2.3,2.8,0.3,Iris-setosa
276,6.2,2.6,3.3,1.0,Iris-versicolor
277,4.5,2.2,2.7,0.5,Iris-setosa
278,4.6,3.0,2.5,1.2,Iris-virginica
279,5.0,2.5,1.9,1.3,Iris-setosa
280,5.3,3.0,5.5,1.6,Iris-versicolor
281,6.7,2.5,2.8,0.1,Iris-setosa
282,5.7,3.2,3.9,0.9,Iris-setosa
283,4.4,2.7,1.4,0.2,Iris-setosa
284,4.8,3.1,3.3,0.6,Iris-versicolor
285,6.9,2.9,3.4,0.4,Iris-versicolor
286,5.6,3.4,4.9,1.0,Iris-versicolor
287,4.5,2.6,3.2,0.6,Iris-versicolor
288,5.0,2.5,2.5,0.7,Iris-versicolor
289,5.7,2.9,5.3,2.1,Iris-versicolor
290,5.5,3.5,1.1,1.6,Iris-versicolor
291,7.7,3.5,2.2,1.1,Iris-versicolor
292,5.2,3.3,4.4,0.1,Iris-setosa
293,4.5,2.5,1.1,0.2,Iris-virginica
294,4.9,2.7,2.8,0.8,Iris-versicolor
295,4.3,2.3,3.3,2.0,Iris-virginica
296,4.3,2.1,4.9,0.9,Iris-versicolor
297,5.5,2.4,3.9,0.5,Iris-virginica
298,4.5,2.8,1.1,1.1,Iris-versicolor
299,5.9,2.3,2.7,0.1,Iris-setosa
300,4.9,2.0,3.0,1.6,Iris-setosa
301,4.6,2.9,2.7,0.3,Iris-versicolor
302,5.0,2.7,1.1,0.2,Iris-versicolor
303,4.9,3.3,3.9,0.1,Iris-versicolor
304,4.4,3.3,4.6,1.6,Iris-versicolor
305,4.8,2.4,1.1,0.2,Iris-virginica
306,4.7,2.0,3.4,1.0,Iris-versicolor
307,4.5,3.2,1.3,0.4,Iris-virginica
308,5.9,2.4,5.3,1.9,Iris-setosa
309,6.9,3.3,5.9,1.6,Iris-versicolor
310,6.1,4.0,4.7,0.4,Iris-virginica
311,5.1,2.5,2.9,2.0,Iris-virginica
312,4.5,2.5,1.6,1.8,Iris-virginica
313,6.3,2.1,2.6,1.8,Iris-versicolor
314,5.6,2.2,2.9,1.8,Iris-versicolor
315,4.5,3.3,3.8,0.1,Iris-virginica
316,6.9,3.2,3.0,0.4,Iris-versicolor
317,4.8,2.4,2.2,0.4,Iris-versicolor
318,6.0,2.2,4.7,0.9,Iris-virginica
319,5.2,2.8,3.9,0.1,Iris-versicolor
320,6.6,3.4,1.2,2.4,Iris-versicolor
321,4.4,2.3,3.2,0.5,Iris-versicolor
322,4.6,2.5,2.9,0.1,Iris-versicolor
323,5.5,2.8,5.2,0.8,Iris-virginica
324,5.3,3.1,3.0,1.2,Iris-versicolor
325,4.5,2.7,2.1,0.3,Iris-versicolor
326,6.5,2.1,2.5,0.6,Iris-setosa
327,4.3,2.5,2.9,0.4,Iris-setosa
328,4.8,2.1,4.1,0.7,Iris-versicolor
329,4.8,2.2,2.5,0.7,Iris-setosa
330,4.7,2.7,3.4,1.7,Iris-versicolor
331,5.7,2.8,5.7,2.1,Iris-virginica
332,5.0,2.7,3.3,0.1,Iris-setosa
333,6.7,3.3,4.4,2.0,Iris-virginica
334,7.0,2.3,5.4,0.7,Iris-virginica
335,5.9,2.3,3.3,1.1,Iris-versicolor
336,4.9,2.6,1.1,1.7,Iris-setosa
337,6.2,2.4,3.7,2.0,Iris-versicolor
338,5.1,2.1,2.6,0.1,Iris-versicolor
339,6.4,2.9,3.7,0.1,Iris-versicolor
340,4.5,3.2,1.1,0.2,Iris-versicolor
341,5.5,2.7,1.2,0.4,Iris-virginica
342,7.3,3.5,2.7,2.4,Iris-versicolor
343,5.8,3.1,1.2,0.1,Iris-versicolor
344,4.3,2.4,2.2,0.9,Iris-versicolor
345,4.4,3.0,1.3,1.6,Iris-versicolor
346,4.8,2.5,2.5,1.2,Iris-virginica
347,6.6,2.9,5.2,2.3,Iris-setosa
348,6.5,3.3,3.3,1.4,Iris-virginica
349,4.3,2.5,2.4,0.1,Iris-virginica
350,5.2,2.6,3.3,0.5,Iris-versicolor
351,7.6,2.6,4.9,0.8,Iris-versicolor
352,4.4,2.4,4.9,1.1,Iris-versicolor
353,6.7,2.6,1.8,2.2,Iris-versicolor
354,5.6,3.3,4.7,0.5,Iris-virginica
355,6.6,3.6,1.1,0.3,Iris-versicolor
356,4.7,2.7,3.9,0.1,Iris-versicolor
357,4.8,2.1,2.7,1.8,Iris-versicolor
358,4.6,3.2,5.2,2.4,Iris-virginica
359,4.4,2.9,5.8,0.1,Iris-versicolor
360,6.7,2.3,6.1,0.4,Iris-versicolor
361,4.3,2.0,4.3,2.0,Iris-versicolor
362,4.5,3.9,3.8,0.1,Iris-versicolor
363,4.8,2.4,4.8,0.5,Iris-virginica
364,6.0,2.4,6.0,2.5,Iris-virginica
365,4.4,2.2,2.3,0.1,Iris-versicolor
366,6.4,2.6,5.4,0.8,Iris-virginica
367,5.7,2.3,6.5,0.8,Iris-versicolor
368,5.8,3.1,3.4,0.7,Iris-setosa
369,6.5,4.0,1.9,1.0,Iris-setosa
370,4.3,3.6,2.8,0.1,Iris-virginica
371,6.1,2.0,1.4,0.1,Iris-versicolor
372,4.8,2.1,1.8,1.2,Iris-virginica
373,5.1,2.5,2.7,1.6,Iris-virginica
374,4.7,3.3,3.7,0.1,Iris-virginica
375,4.3,2.7,4.5,0.7,Iris-versicolor
376,4.3,2.8,1.4,1.1,Iris-setosa
377,5.1,2.6,6.2,2.2,Iris-versicolor
378,7.3,2.3,5.1,2.0,Iris-virginica
379,5.6,3.0,1.2,1.3,Iris-virginica
380,4.4,2.8,4.6,0.8,Iris-versicolor
381,4.6,2.5,2.7,0.5,Iris-versicolor
382,6.6,3.3,4.7,2.3,Iris-versicolor
383,6.8,2.3,3.0,1.1,Iris-virginica
384,4.3,2.0,4.1,0.1,Iris-virginica
385,4.5,2.9,2.2,0.2,Iris-versicolor
386,5.5,2.0,2.0,1.8,Iris-versicolor
387,4.4,2.6,3.4,1.5,Iris-versicolor
388,5.8,3.7,3.0,1.5,Iris-virginica
389,4.9,2.7,1.1,2.3,Iris-virginica
390,4.9,2.5,2.9,1.1,Iris-versicolor
391,6.4,3.4,1.2,0.1,Iris-versicolor
392,6.0,2.2,6.5,0.6,Iris-virginica
393,5.8,3.4,4.9,0.1,Iris-setosa
394,4.3,2.7,2.6,2.1,Iris-setosa
395,5.4,2.2,2.8,1.1,Iris-setosa
396,4.3,2.0,3.2,0.4,Iris-versicolor
397,4.3,2.2,1.9,1.9,Iris-virginica
398,5.3,2.3,4.2,0.7,Iris-versicolor
399,4.6,2.8,2.9,0.1,Iris-versicolor
400,7.0,3.0,3.9,0.4,Iris-versicolor
401,4.6,2.7,1.2,0.5,Iris-setosa
402,5.4,2.6,2.8,0.1,Iris-versicolor
403,5.2,2.1,2.3,0.5,Iris-virginica
404,5.1,3.2,3.7,1.2,Iris-versicolor
405,5.7,2.8,1.8,1.8,Iris-versicolor
406,4.8,2.5,1.2,0.1,Iris-setosa
407,7.7,3.1,3.7,1.8,Iris-versicolor
408,4.5,2.3,4.0,1.0,Iris-versicolor
409,4.4,3.0,1.1,0.9,Iris-versicolor
410,4.6,2.2,4.0,0.1,Iris-virginica
411,4.4,2.6,2.9,0.1,Iris-virginica
412,4.5,2.5,2.6,2.0,Iris-versicolor
413,5.7,2.0,5.3,2.3,Iris-versicolor
414,5.5,2.6,3.3,1.3,Iris-virginica
415,5.9,2.0,4.5,2.2,Iris-versicolor
416,6.7,2.6,3.5,1.9,Iris-versicolor
417,6.8,2.6,1.2,2.0,Iris-versicolor
418,7.4,2.6,3.3,1.5,Iris-versicolor
419,4.4,2.2,3.0,0.1,Iris-versicolor
420,5.5,2.9,4.4,0.2,Iris-versicolor
421,4.8,2.5,2.9,0.9,Iris-versicolor
422,5.7,2.2,4.4,0.6,Iris-virginica
423,4.3,2.2,2.7,0.4,Iris-virginica
424,4.4,2.3,3.5,1.9,Iris-versicolor
425,4.7,2.6,4.1,1.5,Iris-versicolor
426,4.7,2.5,1.1,0.6,Iris-versicolor
427,4.5,2.3,4.2,0.3,Iris-versicolor
428,4.4,2.0,2.3,0.5,Iris-versicolor
429,4.4,3.0,1.2,0.3,Iris-setosa
430,4.3,3.1,4.9,0.3,Iris-setosa
431,6.4,2.3,1.1,0.1,Iris-versicolor
432,6.0,2.4,3.1,0.5,Iris-virginica
433,5.3,2.7,3.4,0.1,Iris-setosa
434,5.0,3.0,5.0,0.1,Iris-virginica
435,4.6,2.4,2.7,2.0,Iris-versicolor
436,4.8,2.5,2.6,1.6,Iris-setosa
437,6.0,2.0,1.0,0.1,Iris-setosa
438,6.9,2.4,2.7,1.5,Iris-versicolor
439,5.3,3.8,2.8,1.4,Iris-virginica
440,4.4,3.3,3.6,0.9,Iris-virginica
441,4.5,2.7,3.5,1.8,Iris-virginica
442,6.5,3.5,3.2,0.1,Iris-versicolor
443,5.2,2.4,5.6,2.1,Iris-versicolor
444,6.1,2.3,2.1,0.5,Iris-virginica
445,6.1,2.3,2.1,1.7,Iris-virginica
446,7.4,3.9,3.4,0.1,Iris-versicolor
447,5.1,3.2,3.3,2.0,Iris-setosa
448,5.9,2.1,3.2,0.4,Iris-versicolor
449,5.2,2.7,3.5,0.2,Iris-virginica
450,4.3,2.0,5.1,0.7,Iris-virginica
451,5.0,2.3,2.4,0.1,Iris-setosa
452,4.7,2.2,4.0,0.1,Iris-versicolor
453,4.4,2.4,3.0,0.1,Iris-versicolor
454,5.3,2.2,3.1,2.1,Iris-virginica
455,4.4,2.0,1.9,0.3,Iris-setosa
456,4.7,3.1,2.8,0.6,Iris-virginica
457,4.9,3.2,4.5,1.0,Iris-virginica
458,4.5,2.6,2.4,2.3,Iris-versicolor
459,4.6,2.4,1.3,1.4,Iris-versicolor
460,6.0,2.5,1.8,1.9,Iris-versicolor
461,5.9,2.1,3.4,0.1,Iris-setosa
462,6.3,2.4,4.7,0.3,Iris-virginica
463,5.7,3.1,3.6,0.3,Iris-versicolor
464,4.8,2.0,4.4,0.4,Iris-setosa
465,5.8,2.2,2.8,1.8,Iris-versicolor
466,5.1,3.3,2.7,2.3,Iris-setosa
467,6.1,2.5,4.1,1.0,Iris-setosa
468,5.6,3.6,4.3,2.4,Iris-virginica
469,6.6,2.4,3.5,1.7,Iris-versicolor
470,4.4,3.0,3.5,0.1,Iris-setosa
471,6.5,2.1,3.6,1.5,Iris-versicolor
472,6.7,2.4,4.1,0.8,Iris-setosa
473,4.3,2.9,3.5,0.3,Iris-setosa
474,4.7,2.4,4.1,1.3,Iris-setosa
475,4.9,3.3,2.2,0.1,Iris-versicolor
476,5.0,2.0,2.9,0.1,Iris-versicolor
477,4.6,2.0,4.6,1.0,Iris-setosa
478,6.6,2.0,5.9,0.8,Iris-versicolor
479,7.3,2.5,5.1,1.5,Iris-setosa
480,5.1,3.6,3.4,1.3,Iris-virginica
481,5.3,2.5,2.2,0.6,Iris-versicolor
482,4.6,3.4,3.7,1.2,Iris-versicolor
483,7.1,2.4,1.2,1.3,Iris-versicolor
484,6.9,3.0,5.6,2.2,Iris-versicolor
485,6.9,2.8,3.7,1.1,Iris-setosa
486,5.0,3.0,1.1,0.9,Iris-virginica
487,4.5,2.2,3.8,0.1,Iris-virginica
488,4.6,2.5,4.0,2.3,Iris-setosa
489,5.3,2.9,3.9,0.9,Iris-setosa
490,5.3,2.3,2.4,2.4,Iris-virginica
491,5.3,3.2,1.5,1.2,Iris-virginica
492,4.8,2.7,3.7,1.1,Iris-versicolor
493,4.4,4.3,1.0,0.3,Iris-setosa
494,4.4,3.6,3.3,0.1,Iris-setosa
495,4.7,2.3,2.9,1.0,Iris-virginica
496,4.5,2.0,3.4,1.2,Iris-versicolor
497,4.4,2.1,3.1,1.8,Iris-setosa
498,5.3,2.8,5.0,0.1,Iris-virginica
499,6.4,2.1,5.5,2.0,Iris-setosa
