age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
31.0,Private,113481.0,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,390.0,202.0,37.0,mkdclyistxua,<=50K
25.0,Private,525851.0,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,2241.0,83.0,39.0,paogkmponnog,<=50K
30.0,Private,312184.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,3720.0,176.0,38.0,toalzpeqnljb,<=50K
52.0,Private,190296.0,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,2248.0,95.0,62.0,ogdewlddnowl,<=50K
55.0,Self-emp-not-inc,190932.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,2544.0,83.0,43.0,skgaabivbpos,<=50K
20.0,?,435630.0,Some-college,10,Never-married,?,Own-child,Black,Female,4034.0,167.0,21.0,dvdykehoclho,<=50K
23.0,Private,479419.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,3525.0,134.0,36.0,ietkzfdxrwod,<=50K
64.0,Private,101267.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,4790.0,59.0,60.0,iikvogougqrs,<=50K
45.0,Local-gov,33962.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,822.0,127.0,44.0,mtcxyglssjpl,<=50K
30.0,Private,342709.0,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,4618.0,153.0,36.0,ofqsrilyntyp,<=50K
37.0,Private,156421.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4640.0,180.0,41.0,ptsgquwifiqmw,<=50K
34.0,Private,218964.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3174.0,147.0,37.0,ixqkojeeahmo,>50K
33.0,Private,106660.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4702.0,140.0,55.0,wgulrenjucrd,<=50K
30.0,Private,127444.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,1263.0,130.0,40.0,mpiomnubznhc,>50K
47.0,Private,358770.0,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,4409.0,20.0,37.0,keztcykueyogx,<=50K
54.0,Private,218900.0,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Male,3867.0,206.0,34.0,cwduwpzyyjfnn,>50K
21.0,Private,119165.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,3048.0,156.0,36.0,bzgniiehxler,<=50K
52.0,State-gov,115663.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,453.0,59.0,18.0,cyqonyajlzpx,>50K
41.0,Private,364641.0,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,151.0,151.0,58.0,jdlhrkqcctuj,<=50K
52.0,Private,192003.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,55.0,135.0,40.0,luueewgvyigbr,<=50K
32.0,Self-emp-inc,178422.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,1253.0,143.0,50.0,ftrdxzfcaolmx,<=50K
23.0,Private,267515.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,3812.0,83.0,37.0,fgpzshkhygol,<=50K
46.0,Private,81542.0,Bachelors,13,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,1933.0,125.0,45.0,dbmspgmcwzahk,<=50K
20.0,Private,170633.0,5th-6th,3,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,3877.0,144.0,35.0,dqshpujqecal,<=50K
64.0,Private,120367.0,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,3128.0,44.0,63.0,yfkzdajzeyyeb,<=50K
53.0,Private,207197.0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,1946.0,111.0,47.0,alcqdbammddz,<=50K
39.0,Private,195814.0,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,4401.0,26.0,38.0,wvfhae,<=50K
55.0,Self-emp-not-inc,175147.0,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,192.0,23.0,39.0,wsnghdwmqcbeo,<=50K
48.0,Self-emp-inc,308044.0,Bachelors,13,Never-married,Sales,Unmarried,White,Female,2327.0,198.0,37.0,pxptvititczg,<=50K
45.0,Private,211756.0,11th,7,Divorced,Other-service,Not-in-family,White,Female,4149.0,27.0,35.0,sofkdbgvyokxo,<=50K
65.0,Private,58013.0,HS-grad,9,Widowed,Prof-specialty,Unmarried,Black,Female,634.0,195.0,50.0,swcxhqdrifxb,<=50K
42.0,Private,86765.0,HS-grad,9,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,3552.0,102.0,35.0,npfwvhkvttdrm,<=50K
42.0,Private,34350.0,Doctorate,16,Married-civ-spouse,Adm-clerical,Wife,White,Female,1641.0,99.0,36.0,pggocvdttbhj,<=50K
24.0,Private,216903.0,Some-college,10,Never-married,Other-service,Unmarried,Black,Male,122.0,74.0,39.0,xvaqvhztszji,<=50K
30.0,Private,206577.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2369.0,91.0,45.0,hmsknmagciyov,>50K
64.0,Private,200391.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2608.0,82.0,31.0,umaikufkwwve,<=50K
41.0,Private,97736.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,208.0,123.0,40.0,spuyfyzsscrp,<=50K
66.0,Private,212296.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,2830.0,73.0,16.0,tdwqrooifelf,<=50K
30.0,Self-emp-inc,121033.0,Assoc-voc,11,Widowed,Sales,Unmarried,White,Female,1737.0,179.0,66.0,foejoqyvzjqua,<=50K
57.0,Private,136312.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,22.0,51.0,40.0,ndcknqcgqvyu,<=50K
39.0,Self-emp-not-inc,290177.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,954.0,54.0,69.0,grtussftrbpqn,<=50K
53.0,Private,103364.0,Doctorate,16,Divorced,Prof-specialty,Unmarried,Black,Female,554.0,105.0,53.0,ikftegygtrlza,<=50K
39.0,Private,290318.0,Masters,14,Never-married,Exec-managerial,Not-in-family,Other,Male,2703.0,204.0,37.0,kvbaapachbrb,<=50K
63.0,?,180797.0,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,216.0,5.0,37.0,dkuttjfpclrre,>50K
48.0,Private,232821.0,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,4641.0,158.0,37.0,pzbadycgacow,<=50K
74.0,Self-emp-not-inc,169027.0,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,4225.0,1.0,94.0,cmyreadxfxdh,<=50K
27.0,Private,225408.0,Bachelors,13,Never-married,Sales,Own-child,White,Female,4726.0,88.0,38.0,gjqyttujbuha,<=50K
29.0,Private,89187.0,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,1574.0,166.0,36.0,vnebhdkulvqka,<=50K
53.0,State-gov,252965.0,Assoc-voc,11,Divorced,Protective-serv,Own-child,White,Male,14526.0,97.0,54.0,iinue,>50K
32.0,Private,198978.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4922.0,94.0,36.0,dccfsvjjqkdh,<=50K
18.0,Private,55270.0,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,3824.0,55.0,26.0,xbzuhwhpcopo,<=50K
49.0,Federal-gov,115475.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1375.0,103.0,46.0,mtxtmmwcoeovv,<=50K
29.0,Private,93731.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3354.0,50.0,44.0,qsarrk,<=50K
49.0,Private,178766.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2978.0,62.0,39.0,jembbpciqnvl,<=50K
36.0,Private,33230.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,2021.0,142.0,38.0,zrspzgfkjcyx,>50K
54.0,Private,215912.0,11th,7,Married-civ-spouse,Sales,Husband,White,Male,1530.0,131.0,40.0,guugfrfvqmwus,<=50K
49.0,Private,79449.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5299.0,202.0,36.0,phehrqlgbsol,>50K
79.0,Private,130195.0,9th,5,Divorced,Priv-house-serv,Unmarried,Black,Female,627.0,211.0,37.0,qxgtdrresrcd,<=50K
23.0,Private,88811.0,Some-college,10,Never-married,Sales,Own-child,White,Female,670.0,114.0,39.0,rrtoshkiiyco,<=50K
42.0,Self-emp-not-inc,144742.0,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,2404.0,1979.0,37.0,vofeeh,>50K
52.0,Private,108777.0,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male,3209.0,65.0,36.0,wvzeomndnidj,<=50K
41.0,Federal-gov,111311.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3820.0,113.0,43.0,hyskrdlklztt,>50K
24.0,Private,199280.0,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,234.0,147.0,36.0,vdeuvjrmhnrnb,<=50K
41.0,Self-emp-not-inc,252408.0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,19119.0,206.0,37.0,wvlujlhpfvzy,>50K
67.0,Private,154182.0,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,217.0,34.0,37.0,gjjbmbyhnedl,<=50K
48.0,Private,172184.0,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,2775.0,8.0,52.0,djdgpw,<=50K
40.0,Private,338566.0,Masters,14,Married-civ-spouse,Other-service,Wife,White,Female,3721.0,189.0,62.0,xrgzgrhvlzihm,<=50K
40.0,Local-gov,107601.0,Doctorate,16,Divorced,Prof-specialty,Unmarried,Black,Female,3156.0,175.0,62.0,nkjmkefafzzj,>50K
50.0,Private,198515.0,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,4748.0,1691.0,36.0,lgyekzvpazco,<=50K
68.0,State-gov,202517.0,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,1723.0,102.0,17.0,lbbihywzivber,<=50K
24.0,Private,206446.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,2929.0,148.0,37.0,dmsxqzpybtukj,<=50K
42.0,Private,273274.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,414.0,90.0,37.0,njbkjksmacfq,<=50K
43.0,State-gov,116552.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,2799.0,42.0,38.0,okegmxvexibpn,<=50K
32.0,Private,206997.0,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,4066.0,85.0,13.0,lsjqidnhmjgir,<=50K
25.0,Private,485534.0,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Female,1008.0,171.0,36.0,fczkdmkmyzon,<=50K
60.0,Self-emp-not-inc,143730.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,1305.0,175.0,51.0,djsuvhfnxuory,<=50K
53.0,Private,144442.0,HS-grad,9,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,3502.0,2387.0,38.0,coeyvcrbkczvr,<=50K
28.0,Self-emp-not-inc,181696.0,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,1269.0,193.0,54.0,eoaelyakeoaq,<=50K
62.0,Self-emp-inc,261481.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1296.0,149.0,38.0,crdzinjrvfvf,<=50K
25.0,Local-gov,206569.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,4678.0,113.0,36.0,uvvmwldinkye,<=50K
33.0,Private,467328.0,11th,7,Divorced,Sales,Not-in-family,Black,Female,4993.0,158.0,36.0,bzyoegskpiham,<=50K
18.0,Private,285517.0,12th,8,Never-married,Machine-op-inspct,Not-in-family,Black,Male,776.0,40.0,36.0,bqblhllcuaze,<=50K
41.0,Private,114380.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,4501.0,201.0,37.0,bacqyyxvznqtf,<=50K
47.0,Private,277685.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,2764.0,155.0,33.0,mclrcywcfxit,<=50K
36.0,Private,244315.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,193.0,129.0,39.0,gyyexy,<=50K
33.0,State-gov,357296.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,2927.0,95.0,38.0,u,>50K
28.0,Private,112358.0,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,3208.0,138.0,38.0,hjmwsprbxorn,<=50K
32.0,Self-emp-not-inc,47218.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,169.0,135.0,37.0,nzcnbryyrzvl,<=50K
50.0,Local-gov,116870.0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,3788.0,196.0,43.0,vqpnukegiqdot,>50K
36.0,State-gov,121423.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4089.0,124.0,39.0,oddbj,>50K
51.0,Self-emp-inc,285344.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,358.0,46.0,37.0,ftcsohbknkjo,<=50K
34.0,Private,183616.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,3242.0,96.0,64.0,cuqfkgmmugpl,<=50K
68.0,Self-emp-not-inc,356099.0,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,2283.0,1578.0,34.0,wwwrcpywtlnj,>50K
20.0,Private,386265.0,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,1194.0,197.0,40.0,khqfsvhvaacs,<=50K
43.0,Self-emp-not-inc,182282.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,2293.0,184.0,38.0,lfgejhsmnnzh,>50K
41.0,Private,67360.0,11th,7,Divorced,Prof-specialty,Not-in-family,White,Female,797.0,121.0,71.0,cpjnulyppvlx,<=50K
50.0,Local-gov,163970.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,1668.0,43.0,49.0,gwarsklqiicg,>50K
28.0,Private,279908.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3276.0,2187.0,35.0,iaeocatheuzdo,<=50K
41.0,Private,161985.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,2382.0,29.0,37.0,bawrblkysrmc,<=50K
27.0,Private,342757.0,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,2780.0,97.0,40.0,fpxsokvuiftuetbfwy,<=50K
51.0,Local-gov,225765.0,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,2717.0,147.0,42.0,wfpuxqpmjkedk,>50K
25.0,Local-gov,160844.0,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,4103.0,49.0,38.0,opacftoaadmz,>50K
30.0,Private,272938.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,1717.0,149.0,46.0,dlhpunpnhoiw,<=50K
26.0,Private,17197.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,4065.0,188.0,36.0,oaoqd,<=50K
29.0,Self-emp-not-inc,76369.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,400.0,165.0,21.0,qvtvjzel,<=50K
37.0,Private,654252.0,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,2139.0,93.0,37.0,muxvcguwyfpoc,<=50K
22.0,Private,510554.0,Some-college,10,Never-married,Sales,Own-child,White,Female,1762.0,141.0,29.0,zmejnlasogeih,<=50K
45.0,Private,209540.0,11th,7,Divorced,Transport-moving,Own-child,White,Male,2258.0,215.0,38.0,abuyqiabqxhfb,<=50K
59.0,Private,12760.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4168.0,193.0,38.0,qyjohqkzeaqu,>50K
73.0,Self-emp-not-inc,89234.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2562.0,74.0,31.0,k,>50K
48.0,State-gov,279889.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4936.0,149.0,35.0,jserwztizzld,>50K
24.0,Private,160073.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,4307.0,36.0,37.0,revptcsjyfxuh,<=50K
54.0,Private,150721.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,594.0,1428.0,40.0,cqtvhdfgkcuow,<=50K
52.0,?,63996.0,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,1584.0,78.0,36.0,zgabyttfbvie,<=50K
35.0,Local-gov,139928.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,114.0,95.0,51.0,ftgzzwfguxzr,<=50K
38.0,Private,176850.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,3669.0,96.0,43.0,xnsaurfgtafr,<=50K
51.0,Private,215645.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,96.0,144.0,40.0,qvjulcbbhwukm,<=50K
21.0,Private,255281.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,4430.0,184.0,40.0,jenxxqixqcnid,<=50K
33.0,Private,20079.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,967.0,102.0,35.0,wxfdymeudxcke,<=50K
58.0,Self-emp-not-inc,120254.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7069.0,32.0,38.0,rddtsskbhtte,>50K
28.0,Self-emp-inc,110594.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,310.0,164.0,36.0,olfvfjogogkr,<=50K
18.0,Federal-gov,24720.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,1556.0,164.0,9.0,nxcwsqxqcivdl,<=50K
33.0,Private,191263.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,1948.0,208.0,54.0,jptu,>50K
55.0,Private,78593.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,261.0,86.0,54.0,uwfzhymlpplx,<=50K
24.0,Private,266171.0,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,3838.0,101.0,39.0,kzavxhosnndbr,<=50K
49.0,Local-gov,45342.0,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,3557.0,118.0,39.0,mllcodibipnwn,<=50K
59.0,Private,138577.0,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,1789.0,194.0,39.0,cuixitmysqvqg,<=50K
38.0,Private,272741.0,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,4176.0,153.0,36.0,exndprmlbvyo,<=50K
40.0,Private,243553.0,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,387.0,5.0,40.0,renkffcuwcdw,<=50K
33.0,Private,227380.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5270.0,45.0,39.0,mdugrwmiskrb,>50K
67.0,Self-emp-not-inc,119014.0,7th-8th,4,Divorced,Farming-fishing,Not-in-family,Other,Male,1775.0,186.0,53.0,jyzwmncuaii,<=50K
39.0,Private,366245.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4509.0,128.0,55.0,kvvxrckkgwxjs,<=50K
