age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
50,Never-worked,79,7th-8th,15,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Female,41,2163,31,Outlying-US(Guam-USVI-etc),<=50K
37,Never-worked,17,Doctorate,12,Divorced,Protective-serv,Not-in-family,Black,Male,6,1429,95,United-States,<=50K
18,Self-emp-not-inc,19,7th-8th,16,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,3,2444,88,Puerto-Rico,<=50K
51,Without-pay,19,HS-grad,11,Married-AF-spouse,Farming-fishing,Own-child,Other,Female,83,155,35,?,<=50K
67,Never-worked,65,12th,2,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,86,3770,62,Ecuador,<=50K
42,State-gov,27,Assoc-voc,10,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,1,1762,17,El-Salvador,>50K
38,Without-pay,100,Prof-school,15,Divorced,?,Unmarried,Black,Female,52,2080,10,Outlying-US(Guam-USVI-etc),<=50K
82,?,35,5th-6th,3,Divorced,Machine-op-inspct,Own-child,Other,Male,86,2472,92,El-Salvador,>50K
49,Without-pay,9,10th,14,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,98,1816,92,Peru,>50K
60,Never-worked,13,Bachelors,5,Married-civ-spouse,Tech-support,Unmarried,Other,Female,61,625,82,China,<=50K
41,Private,53,7th-8th,5,Married-AF-spouse,Adm-clerical,Unmarried,White,Male,54,1617,9,Laos,>50K
36,Without-pay,70,Some-college,10,Married-AF-spouse,Tech-support,Husband,White,Female,61,880,59,United-States,>50K
64,Federal-gov,88,Assoc-acdm,1,Separated,Protective-serv,Husband,Asian-Pac-Islander,Female,34,2559,18,Canada,<=50K
25,Never-worked,10,Some-college,9,Separated,?,Husband,White,Female,82,3175,13,Hong,<=50K
48,Federal-gov,43,7th-8th,16,Widowed,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,67,1672,62,Ecuador,>50K
35,Federal-gov,5,Prof-school,4,Divorced,Farming-fishing,Not-in-family,White,Female,2,1902,2,United-States,>50K
26,Private,40,Bachelors,3,Separated,Tech-support,Other-relative,White,Female,33,3770,92,Yugoslavia,<=50K
51,Federal-gov,15,12th,13,Married-AF-spouse,Sales,Other-relative,White,Female,0,2339,52,Japan,<=50K
76,Never-worked,14,Assoc-voc,14,Married-AF-spouse,?,Wife,Asian-Pac-Islander,Female,81,4356,60,Italy,<=50K
29,Private,85,Bachelors,9,Married-AF-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,100,323,57,Taiwan,<=50K
76,Private,0,7th-8th,16,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,23,2042,33,England,>50K
79,Federal-gov,35,7th-8th,13,Separated,Other-service,Not-in-family,White,Female,65,1816,84,Canada,<=50K
44,Without-pay,97,Prof-school,10,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,65,1340,96,Japan,>50K
62,Self-emp-not-inc,14,Assoc-voc,8,Divorced,?,Not-in-family,Other,Male,1,1590,81,Nicaragua,<=50K
43,Without-pay,6,Masters,13,Married-civ-spouse,Protective-serv,Wife,White,Female,20,1590,81,Poland,<=50K
45,Without-pay,88,Prof-school,16,Widowed,Handlers-cleaners,Unmarried,Other,Female,76,2267,98,Dominican-Republic,>50K
67,?,3,Preschool,6,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,74,1258,86,Puerto-Rico,<=50K
54,?,68,Some-college,9,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,95,1485,54,Peru,<=50K
58,Local-gov,95,Bachelors,9,Married-civ-spouse,Tech-support,Other-relative,Black,Female,38,1504,13,Yugoslavia,>50K
73,Without-pay,27,12th,14,Married-AF-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,69,1911,89,Cuba,<=50K
53,Private,67,Assoc-acdm,5,Married-spouse-absent,Armed-Forces,Own-child,Asian-Pac-Islander,Male,56,3175,65,Yugoslavia,<=50K
84,Without-pay,34,Bachelors,3,Married-spouse-absent,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,21,2080,36,Dominican-Republic,<=50K
49,State-gov,41,Assoc-acdm,5,Married-AF-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,90,2179,28,Scotland,<=50K
41,Without-pay,13,Doctorate,1,Separated,Sales,Husband,Amer-Indian-Eskimo,Female,61,2282,9,France,<=50K
78,Local-gov,17,1st-4th,12,Married-AF-spouse,Other-service,Not-in-family,Black,Male,72,1944,1,Poland,>50K
84,Local-gov,40,Prof-school,7,Divorced,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,8,1648,4,Trinadad&Tobago,>50K
25,?,74,11th,14,Divorced,?,Own-child,Other,Male,28,1651,76,Hong,<=50K
77,Federal-gov,38,Assoc-acdm,15,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Male,14,323,35,Taiwan,>50K
19,Local-gov,42,Masters,15,Married-AF-spouse,Exec-managerial,Own-child,Other,Female,81,1485,65,Italy,<=50K
47,Federal-gov,67,HS-grad,10,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,50,1617,21,Outlying-US(Guam-USVI-etc),>50K
73,State-gov,27,Masters,7,Never-married,Protective-serv,Wife,Asian-Pac-Islander,Female,32,1825,76,Thailand,<=50K
44,Never-worked,60,Assoc-acdm,9,Divorced,Other-service,Other-relative,Other,Female,55,1648,34,Cuba,<=50K
51,?,15,9th,13,Married-spouse-absent,Prof-specialty,Own-child,Asian-Pac-Islander,Female,88,1980,58,Cambodia,<=50K
22,Local-gov,34,1st-4th,2,Never-married,Adm-clerical,Wife,White,Female,6,2231,89,Ecuador,>50K
86,Self-emp-inc,100,Masters,6,Never-married,Protective-serv,Own-child,Black,Male,15,1870,37,India,>50K
25,Self-emp-not-inc,50,7th-8th,3,Widowed,?,Own-child,Amer-Indian-Eskimo,Male,100,3004,37,Nicaragua,<=50K
65,Private,44,12th,6,Married-AF-spouse,Farming-fishing,Wife,Black,Female,15,1651,5,Vietnam,>50K
27,Self-emp-not-inc,84,Masters,6,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,92,4356,45,Vietnam,<=50K
67,State-gov,52,9th,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Male,89,2129,23,Canada,<=50K
54,Local-gov,25,Some-college,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,14,1755,63,Yugoslavia,<=50K
71,Self-emp-not-inc,75,9th,6,Married-spouse-absent,Craft-repair,Own-child,White,Female,22,1825,79,Vietnam,>50K
28,Without-pay,44,Assoc-voc,1,Separated,Sales,Other-relative,Amer-Indian-Eskimo,Female,66,2258,49,Portugal,>50K
81,Local-gov,81,7th-8th,15,Married-civ-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Female,90,1258,72,Ecuador,<=50K
41,Local-gov,5,Preschool,4,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Male,17,1564,82,India,>50K
85,Without-pay,83,10th,14,Divorced,Prof-specialty,Husband,White,Male,47,2559,13,Canada,<=50K
64,Federal-gov,71,11th,8,Married-civ-spouse,Handlers-cleaners,Wife,Other,Female,18,1755,79,Hong,>50K
45,?,68,Assoc-voc,6,Divorced,Machine-op-inspct,Wife,Black,Male,88,1816,12,Honduras,>50K
77,Private,95,7th-8th,6,Widowed,Adm-clerical,Wife,White,Female,8,2352,86,Ireland,<=50K
17,Self-emp-not-inc,93,7th-8th,3,Separated,Adm-clerical,Unmarried,Black,Male,22,2282,69,France,<=50K
48,?,91,Some-college,5,Married-spouse-absent,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,89,1719,46,Japan,<=50K
49,Federal-gov,32,10th,13,Separated,Sales,Husband,White,Female,73,1429,45,Honduras,<=50K
67,Private,41,Masters,2,Married-AF-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Male,15,2205,5,Guatemala,<=50K
82,Private,82,7th-8th,13,Never-married,Farming-fishing,Own-child,Other,Male,95,1651,25,South,>50K
19,Self-emp-not-inc,29,11th,6,Never-married,Machine-op-inspct,Wife,Other,Male,60,2163,76,Poland,<=50K
65,Never-worked,13,11th,15,Married-spouse-absent,?,Not-in-family,Asian-Pac-Islander,Male,45,1138,6,Nicaragua,<=50K
27,Self-emp-not-inc,9,Some-college,13,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,26,1510,2,Hungary,>50K
36,Private,54,Assoc-voc,6,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,15,2457,22,Hungary,<=50K
28,Federal-gov,8,Prof-school,1,Married-AF-spouse,Exec-managerial,Own-child,Black,Female,68,1411,39,Ecuador,>50K
80,Federal-gov,25,Preschool,16,Married-civ-spouse,Transport-moving,Wife,Black,Male,10,2051,3,Thailand,>50K
33,Private,33,12th,15,Widowed,?,Unmarried,Amer-Indian-Eskimo,Female,84,880,31,Greece,>50K
68,?,17,Bachelors,16,Married-AF-spouse,Protective-serv,Wife,White,Male,47,2754,41,Honduras,<=50K
25,State-gov,47,Assoc-voc,9,Married-spouse-absent,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,46,4356,94,Peru,<=50K
50,State-gov,16,11th,6,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,47,1564,52,South,<=50K
72,Never-worked,49,Doctorate,7,Separated,Farming-fishing,Other-relative,Other,Male,69,3900,67,Germany,<=50K
64,?,62,Doctorate,9,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Male,46,1870,7,?,<=50K
51,Without-pay,71,1st-4th,10,Divorced,Craft-repair,Husband,White,Female,26,2267,23,Haiti,>50K
75,Self-emp-not-inc,94,Assoc-voc,16,Married-AF-spouse,Farming-fishing,Wife,Black,Female,93,1944,15,Holand-Netherlands,<=50K
70,Self-emp-inc,80,Assoc-voc,12,Divorced,Priv-house-serv,Unmarried,Black,Female,45,2282,37,South,<=50K
21,Local-gov,86,Masters,7,Never-married,Handlers-cleaners,Husband,Black,Female,7,1980,57,Peru,>50K
32,Private,37,11th,2,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,3,1911,78,Laos,>50K
28,?,9,HS-grad,13,Separated,Transport-moving,Own-child,White,Female,25,1594,18,Nicaragua,>50K
44,?,46,Doctorate,8,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Male,65,2392,31,Greece,>50K
58,State-gov,12,10th,3,Widowed,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,28,213,57,Ireland,>50K
59,State-gov,88,1st-4th,12,Married-AF-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,79,1740,37,Puerto-Rico,<=50K
87,Local-gov,22,11th,16,Married-AF-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Male,71,1573,28,Ireland,>50K
72,?,56,Assoc-acdm,3,Married-spouse-absent,Transport-moving,Husband,Black,Male,48,974,63,El-Salvador,>50K
87,Never-worked,78,10th,3,Married-AF-spouse,Machine-op-inspct,Not-in-family,White,Female,71,880,85,Cuba,>50K
56,Without-pay,45,Masters,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,97,1887,43,Cuba,<=50K
83,Self-emp-not-inc,33,Assoc-acdm,9,Widowed,Exec-managerial,Husband,Black,Female,6,419,16,Cuba,<=50K
62,Without-pay,62,1st-4th,14,Separated,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,82,419,38,Yugoslavia,>50K
85,Self-emp-not-inc,4,Assoc-acdm,5,Widowed,Craft-repair,Wife,White,Male,34,2238,23,Columbia,>50K
90,Local-gov,69,Assoc-voc,9,Never-married,Protective-serv,Unmarried,White,Female,37,2267,21,Nicaragua,>50K
48,Private,76,Bachelors,3,Married-spouse-absent,Exec-managerial,Wife,Asian-Pac-Islander,Male,99,1735,80,Italy,<=50K
18,Local-gov,41,7th-8th,8,Separated,Farming-fishing,Unmarried,White,Female,17,1628,3,El-Salvador,>50K
85,Private,12,Some-college,9,Never-married,Transport-moving,Wife,White,Female,63,1944,36,Holand-Netherlands,<=50K
36,Never-worked,0,5th-6th,15,Divorced,Exec-managerial,Own-child,Black,Female,22,810,14,Haiti,<=50K
75,Never-worked,69,Assoc-acdm,16,Married-spouse-absent,Armed-Forces,Not-in-family,White,Female,36,2415,11,Germany,>50K
20,State-gov,22,7th-8th,4,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,18,1651,94,Greece,<=50K
32,Self-emp-not-inc,97,Prof-school,5,Widowed,Tech-support,Unmarried,Black,Female,73,2129,17,Cambodia,<=50K
52,Self-emp-not-inc,49,10th,4,Widowed,Priv-house-serv,Husband,Asian-Pac-Islander,Female,5,810,45,England,>50K
22,Local-gov,65,5th-6th,1,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,7,1977,31,Nicaragua,>50K
46,Private,10,Some-college,14,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,22,213,51,Germany,>50K
70,Self-emp-inc,70,Assoc-voc,9,Married-spouse-absent,Transport-moving,Unmarried,White,Male,17,2467,66,Jamaica,<=50K
90,Local-gov,16,Some-college,2,Widowed,Tech-support,Wife,Black,Male,40,2377,69,United-States,<=50K
30,Self-emp-inc,71,Doctorate,15,Widowed,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,81,2444,68,Yugoslavia,>50K
33,State-gov,27,9th,16,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,92,653,18,Greece,>50K
89,Without-pay,38,Bachelors,15,Divorced,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,62,974,24,Nicaragua,<=50K
42,Private,84,10th,4,Married-spouse-absent,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,88,3770,29,Honduras,>50K
58,Local-gov,41,10th,11,Separated,Protective-serv,Wife,Other,Male,32,1573,95,Ireland,<=50K
88,Federal-gov,82,Prof-school,16,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,48,1740,40,Mexico,>50K
75,State-gov,70,Doctorate,7,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Male,99,1911,53,Thailand,>50K
32,Local-gov,38,10th,10,Widowed,Adm-clerical,Husband,White,Female,28,1429,62,Germany,>50K
49,Self-emp-inc,34,HS-grad,8,Divorced,Craft-repair,Husband,Black,Male,25,2206,6,Cambodia,<=50K
40,State-gov,74,HS-grad,3,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,29,1672,59,Iran,<=50K
59,Federal-gov,40,5th-6th,13,Widowed,Farming-fishing,Wife,Asian-Pac-Islander,Male,28,2179,51,Vietnam,<=50K
68,Federal-gov,40,Bachelors,12,Married-spouse-absent,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,87,1735,86,Canada,<=50K
36,Federal-gov,27,Doctorate,16,Separated,Farming-fishing,Unmarried,Other,Male,62,2129,85,Outlying-US(Guam-USVI-etc),>50K
50,Without-pay,94,11th,7,Married-AF-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,73,2467,18,Yugoslavia,>50K
38,?,36,11th,16,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Female,73,1902,78,Holand-Netherlands,>50K
57,?,98,12th,3,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,74,1590,66,Laos,<=50K
32,Self-emp-inc,59,Prof-school,16,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,21,2129,41,Italy,<=50K
85,State-gov,89,9th,16,Married-spouse-absent,Other-service,Not-in-family,Black,Female,22,155,54,Columbia,<=50K
44,Self-emp-not-inc,27,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,91,2051,52,Columbia,<=50K
41,Private,56,11th,3,Married-AF-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,4,2267,9,England,<=50K
90,Never-worked,58,Prof-school,13,Married-civ-spouse,Tech-support,Not-in-family,White,Male,54,1594,97,Ireland,>50K
84,Never-worked,31,12th,4,Widowed,Protective-serv,Unmarried,White,Male,12,1429,99,Iran,<=50K
27,Local-gov,48,Assoc-acdm,3,Never-married,Machine-op-inspct,Husband,White,Male,65,2472,70,Cuba,<=50K
33,Never-worked,3,11th,2,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Female,12,1721,86,Jamaica,<=50K
36,Without-pay,64,Doctorate,11,Married-AF-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,20,1719,35,Cambodia,<=50K
65,State-gov,37,Bachelors,13,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Female,13,1844,52,Haiti,<=50K
68,Without-pay,39,12th,11,Widowed,Armed-Forces,Other-relative,White,Male,26,1870,89,Honduras,<=50K
69,Federal-gov,12,Prof-school,7,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,65,1138,22,Portugal,<=50K
39,Private,84,11th,8,Widowed,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,97,3900,55,El-Salvador,>50K
28,Without-pay,75,1st-4th,2,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,5,1594,58,Portugal,>50K
17,?,76,Some-college,4,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Male,46,3900,66,Honduras,>50K
54,Self-emp-not-inc,91,Prof-school,8,Separated,Handlers-cleaners,Other-relative,Other,Female,74,2129,8,Japan,>50K
35,State-gov,47,5th-6th,7,Never-married,?,Husband,Asian-Pac-Islander,Male,35,1762,32,Philippines,<=50K
80,Federal-gov,57,9th,12,Separated,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,25,1510,43,Philippines,>50K
64,Private,21,Preschool,4,Widowed,Priv-house-serv,Not-in-family,White,Male,47,4356,95,Yugoslavia,<=50K
45,Federal-gov,12,Some-college,1,Separated,Sales,Own-child,Other,Female,0,2352,90,Nicaragua,>50K
35,State-gov,17,Assoc-acdm,14,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,21,2238,51,Trinadad&Tobago,<=50K
52,Never-worked,39,5th-6th,1,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,7,1138,5,France,<=50K
85,Local-gov,31,Assoc-acdm,14,Separated,?,Own-child,Amer-Indian-Eskimo,Male,2,1504,36,United-States,>50K
41,Federal-gov,29,11th,4,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,4,4356,45,Hong,>50K
31,Never-worked,55,Masters,10,Divorced,Priv-house-serv,Other-relative,White,Female,56,1564,2,Portugal,<=50K
55,Private,65,Assoc-voc,2,Never-married,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,34,3175,42,South,<=50K
86,Local-gov,37,Some-college,12,Married-spouse-absent,Exec-managerial,Not-in-family,Other,Male,54,2238,51,Yugoslavia,>50K
49,Local-gov,0,Doctorate,10,Separated,Other-service,Wife,Amer-Indian-Eskimo,Male,22,2205,78,Jamaica,<=50K
54,Never-worked,23,Doctorate,9,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Male,79,1651,12,Outlying-US(Guam-USVI-etc),<=50K
44,Federal-gov,13,Doctorate,3,Separated,Exec-managerial,Other-relative,Other,Female,21,1411,23,Hong,<=50K
64,Private,8,1st-4th,6,Separated,?,Own-child,Amer-Indian-Eskimo,Male,2,2267,63,Laos,<=50K
77,Self-emp-not-inc,84,7th-8th,7,Married-AF-spouse,Machine-op-inspct,Wife,Other,Female,79,2001,86,Guatemala,<=50K
44,Private,53,5th-6th,14,Separated,Tech-support,Own-child,White,Female,52,1870,34,Scotland,<=50K
42,Without-pay,82,10th,12,Married-AF-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Male,23,2206,95,South,<=50K
55,Private,80,Doctorate,4,Married-civ-spouse,?,Own-child,Black,Female,94,1138,92,?,<=50K
65,Never-worked,13,Some-college,13,Divorced,Sales,Other-relative,Amer-Indian-Eskimo,Female,45,1721,44,Scotland,<=50K
17,Local-gov,8,10th,5,Married-civ-spouse,Transport-moving,Wife,Other,Male,61,1740,32,Jamaica,>50K
61,?,6,1st-4th,8,Married-AF-spouse,?,Other-relative,Asian-Pac-Islander,Male,18,2472,69,Ecuador,<=50K
88,Never-worked,27,Preschool,1,Married-AF-spouse,Machine-op-inspct,Not-in-family,Other,Female,27,2444,45,El-Salvador,<=50K
31,State-gov,37,HS-grad,3,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Female,82,1429,77,Haiti,<=50K
90,Never-worked,35,11th,13,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Female,9,2472,13,Puerto-Rico,<=50K
57,?,40,Preschool,14,Widowed,Transport-moving,Husband,Other,Male,69,2042,90,Peru,>50K
47,Local-gov,26,Preschool,8,Never-married,Prof-specialty,Not-in-family,Black,Male,98,3175,58,Dominican-Republic,>50K
47,Self-emp-not-inc,94,12th,7,Never-married,Protective-serv,Husband,Black,Male,23,2206,15,Columbia,<=50K
30,State-gov,76,Doctorate,12,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,71,2824,13,Taiwan,>50K
34,Private,57,HS-grad,8,Separated,Farming-fishing,Other-relative,Other,Female,30,1902,53,Nicaragua,>50K
19,?,45,5th-6th,9,Widowed,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,9,2267,18,South,<=50K
25,State-gov,80,5th-6th,4,Married-civ-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Female,82,2163,45,Laos,<=50K
47,Never-worked,58,HS-grad,10,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,20,2129,87,France,>50K
84,Self-emp-inc,23,Bachelors,3,Widowed,Tech-support,Not-in-family,Black,Female,80,2057,92,Dominican-Republic,<=50K
35,?,72,Assoc-acdm,4,Widowed,Other-service,Husband,White,Female,86,1825,28,Laos,>50K
81,Without-pay,80,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,17,155,64,Hong,<=50K
